(7238,(2021,01,22,19,21,06),-1,[(,64999,,,[('force', 0)]),(,30000,,,[('force', 0)]),(,54000,,,[('force', 0)]),(,30000,,,[('force', 0)]),(,35999,,,[('force', 0)]),(,25000,,,[('force', 0)]),(,30000,,,[('force', 0)]),(,25000,,,[('force', 0)]),(,37000,,,[('force', 0)]),(,65000,,,[('force', 0)]),(,40000,,.,[('force', 0)])])
(7238,(2021,01,22,19,21,06),-1,[(,64999,,,[('force', 0)]),(,28999,,,[('force', 0)]),(,30000,,,[('force', 0)]),(,54000,,,[('force', 0)]),(,30000,,,[('force', 0)]),(,35999,,,[('force', 0)]),(,25000,,,[('force', 0)]),(,30000,,,[('force', 0)]),(,25000,,,[('force', 0)]),(,37000,,,[('force', 0)]),(,65000,,,[('force', 0)]),(,40000,,.,[('force', 0)])])
(7238,(2021,01,22,19,21,06),-1,[(,64999,,,[('force', 0)]),(,28999,,,[('force', 0)]),(,30000,,,[('force', 0)]),(,54000,,,[('force', 0)]),(,30000,,,[('force', 0)]),(,35999,,,[('force', 0)]),(,25000,,,[('force', 0)]),(,30000,,,[('force', 0)]),(,25000,,,[('force', 0)]),(,37000,,,[('force', 0)]),(,65000,,,[('force', 0)]),(,40000,,.,[('force', 0)])])
(7238,(2021,01,22,19,21,06),-1,[(,64999,,,[('force', 0)]),(,28999,,,[('force', 0)]),(,30000,,,[('force', 0)]),(,54000,,,[('force', 0)]),(,30000,,,[('force', 0)]),(,35999,,,[('force', 0)]),(,25000,,,[('force', 0)]),(,30000,,,[('force', 0)]),(,25000,,,[('force', 0)]),(,37000,,,[('force', 0)]),(,65000,,,[('force', 0)]),(,40000,,.,[('force', 0)])])
(7238,(2021,01,22,19,21,06),-1,[(,64999,,,[('force', 0)]),(,28999,,,[('force', 0)]),(,30000,,,[('force', 0)]),(,54000,,,[('force', 0)]),(,30000,,,[('force', 0)]),(,35999,,,[('force', 0)]),(,25000,,,[('force', 0)]),(,30000,,,[('force', 0)]),(,25000,,,[('force', 0)]),(,37000,,,[('force', 0)]),(,65000,,,[('force', 0)]),(,40000,,.,[('force', 0)])])
(7238,(2021,01,22,19,21,06),-1,[(,64999,,,[('force', 0)]),(,28999,,,[('force', 0)]),(,30000,,,[('force', 0)]),(,54000,,,[('force', 0)]),(,30000,,,[('force', 0)]),(,35999,,,[('force', 0)]),(,25000,,,[('force', 0)]),(,30000,,,[('force', 0)]),(,25000,,,[('force', 0)]),(,37000,,,[('force', 0)]),(,65000,,,[('force', 0)]),(,40000,,.,[('force', 0)])])
(7238,(2021,01,22,19,21,06),-1,[(,64999,,,[('force', 0)]),(,28999,,,[('force', 0)]),(,30000,,,[('force', 0)]),(,54000,,,[('force', 0)]),(,30000,,,[('force', 0)]),(,35999,,,[('force', 0)]),(,25000,,,[('force', 0)]),(,30000,,,[('force', 0)]),(,25000,,,[('force', 0)]),(,37000,,,[('force', 0)]),(,65000,,,[('force', 0)]),(,40000,,.,[('force', 0)])])
(7238,(2021,01,22,19,21,35),-1,[(,64999,,,[('force', 0)]),(,30000,,,[('force', 0)]),(,54000,,,[('force', 0)]),(,30000,,,[('force', 0)]),(,35999,,,[('force', 0)]),(,25000,,,[('force', 0)]),(,30000,,,[('force', 0)]),(,25000,,,[('force', 0)]),(,37000,,,[('force', 0)]),(,65000,,,[('force', 0)]),(,40000,,.,[('force', 0)])])
(7238,(2021,01,22,19,21,35),-1,[(,64999,,,[('force', 0)]),(,28999,,,[('force', 0)]),(,30000,,,[('force', 0)]),(,54000,,,[('force', 0)]),(,30000,,,[('force', 0)]),(,35999,,,[('force', 0)]),(,25000,,,[('force', 0)]),(,30000,,,[('force', 0)]),(,25000,,,[('force', 0)]),(,37000,,,[('force', 0)]),(,65000,,,[('force', 0)]),(,40000,,.,[('force', 0)])])
(7238,(2021,01,22,19,21,35),-1,[(,64999,,,[('force', 0)]),(,28999,,,[('force', 0)]),(,30000,,,[('force', 0)]),(,54000,,,[('force', 0)]),(,30000,,,[('force', 0)]),(,35999,,,[('force', 0)]),(,25000,,,[('force', 0)]),(,30000,,,[('force', 0)]),(,25000,,,[('force', 0)]),(,37000,,,[('force', 0)]),(,65000,,,[('force', 0)]),(,40000,,.,[('force', 0)])])
(7238,(2021,01,22,19,21,35),-1,[(,64999,,,[('force', 0)]),(,28999,,,[('force', 0)]),(,30000,,,[('force', 0)]),(,54000,,,[('force', 0)]),(,30000,,,[('force', 0)]),(,35999,,,[('force', 0)]),(,25000,,,[('force', 0)]),(,30000,,,[('force', 0)]),(,25000,,,[('force', 0)]),(,37000,,,[('force', 0)]),(,65000,,,[('force', 0)]),(,40000,,.,[('force', 0)])])
(7238,(2021,01,22,19,21,35),-1,[(,64999,,,[('force', 0)]),(,28999,,,[('force', 0)]),(,30000,,,[('force', 0)]),(,54000,,,[('force', 0)]),(,30000,,,[('force', 0)]),(,35999,,,[('force', 0)]),(,25000,,,[('force', 0)]),(,30000,,,[('force', 0)]),(,25000,,,[('force', 0)]),(,37000,,,[('force', 0)]),(,65000,,,[('force', 0)]),(,40000,,.,[('force', 0)])])
(7238,(2021,01,22,19,21,35),-1,[(,64999,,,[('force', 0)]),(,28999,,,[('force', 0)]),(,30000,,,[('force', 0)]),(,54000,,,[('force', 0)]),(,30000,,,[('force', 0)]),(,35999,,,[('force', 0)]),(,25000,,,[('force', 0)]),(,30000,,,[('force', 0)]),(,25000,,,[('force', 0)]),(,37000,,,[('force', 0)]),(,65000,,,[('force', 0)]),(,40000,,.,[('force', 0)])])
(7238,(2021,01,22,19,21,35),-1,[(,64999,,,[('force', 0)]),(,28999,,,[('force', 0)]),(,30000,,,[('force', 0)]),(,54000,,,[('force', 0)]),(,30000,,,[('force', 0)]),(,35999,,,[('force', 0)]),(,25000,,,[('force', 0)]),(,30000,,,[('force', 0)]),(,25000,,,[('force', 0)]),(,37000,,,[('force', 0)]),(,65000,,,[('force', 0)]),(,40000,,.,[('force', 0)])])
