(7038,(2021,01,22,18,25,14),-1,[(,599999,,,[('force', 0)]),(,290000,,,[('force', 0)]),(,291000,,,[('force', 0)]),(,300000,,,[('force', 0)]),(,350000,,,[('force', 0)]),(,399000,,,[('force', 0)]),(,289999,,.,[('force', 0)])])
(7038,(2021,01,22,18,25,14),-1,[(,599999,,,[('force', 0)]),(,290000,,,[('force', 0)]),(,291000,,,[('force', 0)]),(,300000,,,[('force', 0)]),(,350000,,,[('force', 0)]),(,399000,,,[('force', 0)]),(,289999,,.,[('force', 0)])])
(7038,(2021,01,22,18,25,14),-1,[(,599999,,,[('force', 0)]),(,290000,,,[('force', 0)]),(,291000,,,[('force', 0)]),(,300000,,,[('force', 0)]),(,350000,,,[('force', 0)]),(,399000,,,[('force', 0)]),(,289999,,.,[('force', 0)])])
(7038,(2021,01,22,18,25,14),-1,[(,599999,,,[('force', 0)]),(,290000,,,[('force', 0)]),(,291000,,,[('force', 0)]),(,300000,,,[('force', 0)]),(,350000,,,[('force', 0)]),(,399000,,,[('force', 0)]),(,289999,,.,[('force', 0)])])
(7038,(2021,01,22,18,25,14),-1,[(,599999,,,[('force', 0)]),(,290000,,,[('force', 0)]),(,291000,,,[('force', 0)]),(,300000,,,[('force', 0)]),(,350000,,,[('force', 0)]),(,399000,,,[('force', 0)]),(,289999,,.,[('force', 0)])])
(7038,(2021,01,22,18,25,14),-1,[(,599999,,,[('force', 0)]),(,290000,,,[('force', 0)]),(,291000,,,[('force', 0)]),(,300000,,,[('force', 0)]),(,350000,,,[('force', 0)]),(,399000,,,[('force', 0)]),(,289999,,.,[('force', 0)])])
(7038,(2021,01,22,18,25,14),-1,[(,599999,,,[('force', 0)]),(,290000,,,[('force', 0)]),(,291000,,,[('force', 0)]),(,300000,,,[('force', 0)]),(,350000,,,[('force', 0)]),(,399000,,,[('force', 0)]),(,289999,,.,[('force', 0)])])
(7038,(2021,01,22,18,25,37),-1,[(,599999,,,[('force', 0)]),(,290000,,,[('force', 0)]),(,291000,,,[('force', 0)]),(,300000,,,[('force', 0)]),(,350000,,,[('force', 0)]),(,399000,,,[('force', 0)]),(,289999,,.,[('force', 0)])])
(7038,(2021,01,22,18,25,37),-1,[(,599999,,,[('force', 0)]),(,290000,,,[('force', 0)]),(,291000,,,[('force', 0)]),(,300000,,,[('force', 0)]),(,350000,,,[('force', 0)]),(,399000,,,[('force', 0)]),(,289999,,.,[('force', 0)])])
(7038,(2021,01,22,18,25,37),-1,[(,599999,,,[('force', 0)]),(,290000,,,[('force', 0)]),(,291000,,,[('force', 0)]),(,300000,,,[('force', 0)]),(,350000,,,[('force', 0)]),(,399000,,,[('force', 0)]),(,289999,,.,[('force', 0)])])
(7038,(2021,01,22,18,25,37),-1,[(,599999,,,[('force', 0)]),(,290000,,,[('force', 0)]),(,291000,,,[('force', 0)]),(,300000,,,[('force', 0)]),(,350000,,,[('force', 0)]),(,399000,,,[('force', 0)]),(,289999,,.,[('force', 0)])])
(7038,(2021,01,22,18,25,37),-1,[(,599999,,,[('force', 0)]),(,290000,,,[('force', 0)]),(,291000,,,[('force', 0)]),(,300000,,,[('force', 0)]),(,350000,,,[('force', 0)]),(,399000,,,[('force', 0)]),(,289999,,.,[('force', 0)])])
(7038,(2021,01,22,18,25,37),-1,[(,599999,,,[('force', 0)]),(,290000,,,[('force', 0)]),(,291000,,,[('force', 0)]),(,300000,,,[('force', 0)]),(,350000,,,[('force', 0)]),(,399000,,,[('force', 0)]),(,289999,,.,[('force', 0)])])
(7038,(2021,01,22,18,25,37),-1,[(,599999,,,[('force', 0)]),(,290000,,,[('force', 0)]),(,291000,,,[('force', 0)]),(,300000,,,[('force', 0)]),(,350000,,,[('force', 0)]),(,399000,,,[('force', 0)]),(,289999,,.,[('force', 0)])])
