(8003,(2021,01,22,18,25,14),-1,[(,25000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,13500,,,[('force', 0)]),(,20000,,,[('force', 0)]),(,13500,,,[('force', 0)]),(,15000,,,[('force', 0)]),(,10800,,,[('force', 0)]),(,11111,,,[('force', 0)]),(,31110,,,[('force', 0)]),(,14999,,,[('force', 0)]),(,24999,,,[('force', 0)]),(,13325,,,[('force', 0)]),(,20000,,,[('force', 0)]),(,15000,,,[('force', 0)]),(,25000,,,[('force', 0)]),(,25554,,,[('force', 0)]),(,20000,,,[('force', 0)]),(,14000,,,[('force', 0)]),(,16000,,,[('force', 0)]),(,13000,,,[('force', 0)]),(,9999,,,[('force', 0)]),(,30000,,,[('force', 0)]),(,10500,,,[('force', 0)]),(,25555,,.,[('force', 0)])])
(8003,(2021,01,22,18,25,14),-1,[(,25000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,13500,,,[('force', 0)]),(,20000,,,[('force', 0)]),(,13500,,,[('force', 0)]),(,15000,,,[('force', 0)]),(,10800,,,[('force', 0)]),(,11111,,,[('force', 0)]),(,31110,,,[('force', 0)]),(,14999,,,[('force', 0)]),(,24999,,,[('force', 0)]),(,13325,,,[('force', 0)]),(,20000,,,[('force', 0)]),(,15000,,,[('force', 0)]),(,25000,,,[('force', 0)]),(,25554,,,[('force', 0)]),(,20000,,,[('force', 0)]),(,14000,,,[('force', 0)]),(,16000,,,[('force', 0)]),(,13000,,,[('force', 0)]),(,9999,,,[('force', 0)]),(,30000,,,[('force', 0)]),(,10500,,,[('force', 0)]),(,25555,,.,[('force', 0)])])
(8003,(2021,01,22,18,25,14),-1,[(,25000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,13500,,,[('force', 0)]),(,20000,,,[('force', 0)]),(,13500,,,[('force', 0)]),(,15000,,,[('force', 0)]),(,10800,,,[('force', 0)]),(,11111,,,[('force', 0)]),(,31110,,,[('force', 0)]),(,14999,,,[('force', 0)]),(,24999,,,[('force', 0)]),(,13325,,,[('force', 0)]),(,20000,,,[('force', 0)]),(,15000,,,[('force', 0)]),(,25000,,,[('force', 0)]),(,25554,,,[('force', 0)]),(,20000,,,[('force', 0)]),(,14000,,,[('force', 0)]),(,16000,,,[('force', 0)]),(,13000,,,[('force', 0)]),(,9999,,,[('force', 0)]),(,30000,,,[('force', 0)]),(,10500,,,[('force', 0)]),(,25555,,.,[('force', 0)])])
(8003,(2021,01,22,18,25,14),-1,[(,25000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,13500,,,[('force', 0)]),(,20000,,,[('force', 0)]),(,13500,,,[('force', 0)]),(,15000,,,[('force', 0)]),(,10800,,,[('force', 0)]),(,11111,,,[('force', 0)]),(,31110,,,[('force', 0)]),(,14999,,,[('force', 0)]),(,24999,,,[('force', 0)]),(,13325,,,[('force', 0)]),(,20000,,,[('force', 0)]),(,15000,,,[('force', 0)]),(,25000,,,[('force', 0)]),(,25554,,,[('force', 0)]),(,20000,,,[('force', 0)]),(,14000,,,[('force', 0)]),(,16000,,,[('force', 0)]),(,13000,,,[('force', 0)]),(,9999,,,[('force', 0)]),(,30000,,,[('force', 0)]),(,10500,,,[('force', 0)]),(,25555,,.,[('force', 0)])])
(8003,(2021,01,22,18,25,14),-1,[(,25000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,13500,,,[('force', 0)]),(,20000,,,[('force', 0)]),(,13500,,,[('force', 0)]),(,15000,,,[('force', 0)]),(,10800,,,[('force', 0)]),(,11111,,,[('force', 0)]),(,31110,,,[('force', 0)]),(,14999,,,[('force', 0)]),(,24999,,,[('force', 0)]),(,13325,,,[('force', 0)]),(,20000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,15000,,,[('force', 0)]),(,25000,,,[('force', 0)]),(,25554,,,[('force', 0)]),(,20000,,,[('force', 0)]),(,14000,,,[('force', 0)]),(,16000,,,[('force', 0)]),(,13000,,,[('force', 0)]),(,9999,,,[('force', 0)]),(,30000,,,[('force', 0)]),(,10500,,,[('force', 0)]),(,25555,,.,[('force', 0)])])
(8003,(2021,01,22,18,25,14),-1,[(,25000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,13500,,,[('force', 0)]),(,20000,,,[('force', 0)]),(,13500,,,[('force', 0)]),(,15000,,,[('force', 0)]),(,10800,,,[('force', 0)]),(,11111,,,[('force', 0)]),(,31110,,,[('force', 0)]),(,14999,,,[('force', 0)]),(,24999,,,[('force', 0)]),(,13325,,,[('force', 0)]),(,20000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,15000,,,[('force', 0)]),(,25000,,,[('force', 0)]),(,25554,,,[('force', 0)]),(,20000,,,[('force', 0)]),(,14000,,,[('force', 0)]),(,16000,,,[('force', 0)]),(,13000,,,[('force', 0)]),(,9999,,,[('force', 0)]),(,30000,,,[('force', 0)]),(,10500,,,[('force', 0)]),(,25555,,.,[('force', 0)])])
(8003,(2021,01,22,18,25,14),-1,[(,25000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,13500,,,[('force', 0)]),(,20000,,,[('force', 0)]),(,13500,,,[('force', 0)]),(,15000,,,[('force', 0)]),(,10800,,,[('force', 0)]),(,11111,,,[('force', 0)]),(,31110,,,[('force', 0)]),(,14999,,,[('force', 0)]),(,24999,,,[('force', 0)]),(,13325,,,[('force', 0)]),(,20000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,15000,,,[('force', 0)]),(,25000,,,[('force', 0)]),(,25554,,,[('force', 0)]),(,20000,,,[('force', 0)]),(,14000,,,[('force', 0)]),(,16000,,,[('force', 0)]),(,13000,,,[('force', 0)]),(,9999,,,[('force', 0)]),(,30000,,,[('force', 0)]),(,10500,,,[('force', 0)]),(,25555,,.,[('force', 0)])])
(8003,(2021,01,22,18,25,14),-1,[(,25000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,13500,,,[('force', 0)]),(,20000,,,[('force', 0)]),(,13500,,,[('force', 0)]),(,15000,,,[('force', 0)]),(,10800,,,[('force', 0)]),(,11111,,,[('force', 0)]),(,31110,,,[('force', 0)]),(,14999,,,[('force', 0)]),(,24999,,,[('force', 0)]),(,13325,,,[('force', 0)]),(,20000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,15000,,,[('force', 0)]),(,25000,,,[('force', 0)]),(,25554,,,[('force', 0)]),(,20000,,,[('force', 0)]),(,14000,,,[('force', 0)]),(,16000,,,[('force', 0)]),(,13000,,,[('force', 0)]),(,9999,,,[('force', 0)]),(,30000,,,[('force', 0)]),(,10500,,,[('force', 0)]),(,25555,,.,[('force', 0)])])
(8003,(2021,01,22,18,25,37),-1,[(,25000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,13500,,,[('force', 0)]),(,20000,,,[('force', 0)]),(,13500,,,[('force', 0)]),(,15000,,,[('force', 0)]),(,10800,,,[('force', 0)]),(,11111,,,[('force', 0)]),(,31110,,,[('force', 0)]),(,14999,,,[('force', 0)]),(,24999,,,[('force', 0)]),(,13325,,,[('force', 0)]),(,20000,,,[('force', 0)]),(,15000,,,[('force', 0)]),(,25000,,,[('force', 0)]),(,25554,,,[('force', 0)]),(,20000,,,[('force', 0)]),(,14000,,,[('force', 0)]),(,16000,,,[('force', 0)]),(,13000,,,[('force', 0)]),(,9999,,,[('force', 0)]),(,30000,,,[('force', 0)]),(,10500,,,[('force', 0)]),(,25555,,.,[('force', 0)])])
(8003,(2021,01,22,18,25,37),-1,[(,25000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,13500,,,[('force', 0)]),(,20000,,,[('force', 0)]),(,13500,,,[('force', 0)]),(,15000,,,[('force', 0)]),(,10800,,,[('force', 0)]),(,11111,,,[('force', 0)]),(,31110,,,[('force', 0)]),(,14999,,,[('force', 0)]),(,24999,,,[('force', 0)]),(,13325,,,[('force', 0)]),(,20000,,,[('force', 0)]),(,15000,,,[('force', 0)]),(,25000,,,[('force', 0)]),(,25554,,,[('force', 0)]),(,20000,,,[('force', 0)]),(,14000,,,[('force', 0)]),(,16000,,,[('force', 0)]),(,13000,,,[('force', 0)]),(,9999,,,[('force', 0)]),(,30000,,,[('force', 0)]),(,10500,,,[('force', 0)]),(,25555,,.,[('force', 0)])])
(8003,(2021,01,22,18,25,37),-1,[(,25000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,13500,,,[('force', 0)]),(,20000,,,[('force', 0)]),(,13500,,,[('force', 0)]),(,15000,,,[('force', 0)]),(,10800,,,[('force', 0)]),(,11111,,,[('force', 0)]),(,31110,,,[('force', 0)]),(,14999,,,[('force', 0)]),(,24999,,,[('force', 0)]),(,13325,,,[('force', 0)]),(,20000,,,[('force', 0)]),(,15000,,,[('force', 0)]),(,25000,,,[('force', 0)]),(,25554,,,[('force', 0)]),(,20000,,,[('force', 0)]),(,14000,,,[('force', 0)]),(,16000,,,[('force', 0)]),(,13000,,,[('force', 0)]),(,9999,,,[('force', 0)]),(,30000,,,[('force', 0)]),(,10500,,,[('force', 0)]),(,25555,,.,[('force', 0)])])
(8003,(2021,01,22,18,25,37),-1,[(,25000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,13500,,,[('force', 0)]),(,20000,,,[('force', 0)]),(,13500,,,[('force', 0)]),(,15000,,,[('force', 0)]),(,10800,,,[('force', 0)]),(,11111,,,[('force', 0)]),(,31110,,,[('force', 0)]),(,14999,,,[('force', 0)]),(,24999,,,[('force', 0)]),(,13325,,,[('force', 0)]),(,20000,,,[('force', 0)]),(,15000,,,[('force', 0)]),(,25000,,,[('force', 0)]),(,25554,,,[('force', 0)]),(,20000,,,[('force', 0)]),(,14000,,,[('force', 0)]),(,16000,,,[('force', 0)]),(,13000,,,[('force', 0)]),(,9999,,,[('force', 0)]),(,30000,,,[('force', 0)]),(,10500,,,[('force', 0)]),(,25555,,.,[('force', 0)])])
(8003,(2021,01,22,18,25,37),-1,[(,25000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,13500,,,[('force', 0)]),(,20000,,,[('force', 0)]),(,13500,,,[('force', 0)]),(,15000,,,[('force', 0)]),(,10800,,,[('force', 0)]),(,11111,,,[('force', 0)]),(,31110,,,[('force', 0)]),(,14999,,,[('force', 0)]),(,24999,,,[('force', 0)]),(,13325,,,[('force', 0)]),(,20000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,15000,,,[('force', 0)]),(,25000,,,[('force', 0)]),(,25554,,,[('force', 0)]),(,20000,,,[('force', 0)]),(,14000,,,[('force', 0)]),(,16000,,,[('force', 0)]),(,13000,,,[('force', 0)]),(,9999,,,[('force', 0)]),(,30000,,,[('force', 0)]),(,10500,,,[('force', 0)]),(,25555,,.,[('force', 0)])])
(8003,(2021,01,22,18,25,37),-1,[(,25000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,13500,,,[('force', 0)]),(,20000,,,[('force', 0)]),(,13500,,,[('force', 0)]),(,15000,,,[('force', 0)]),(,10800,,,[('force', 0)]),(,11111,,,[('force', 0)]),(,31110,,,[('force', 0)]),(,14999,,,[('force', 0)]),(,24999,,,[('force', 0)]),(,13325,,,[('force', 0)]),(,20000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,15000,,,[('force', 0)]),(,25000,,,[('force', 0)]),(,25554,,,[('force', 0)]),(,20000,,,[('force', 0)]),(,14000,,,[('force', 0)]),(,16000,,,[('force', 0)]),(,13000,,,[('force', 0)]),(,9999,,,[('force', 0)]),(,30000,,,[('force', 0)]),(,10500,,,[('force', 0)]),(,25555,,.,[('force', 0)])])
