(8344,(2021,01,22,18,25,14),-1,[(,8999,29499,.,[('force', 0)])])
(8344,(2021,01,22,18,25,14),-1,[(,8999,29499,.,[('force', 0)])])
(8344,(2021,01,22,18,25,14),-1,[(,8999,29499,.,[('force', 0)])])
(8344,(2021,01,22,18,25,14),-1,[(,8999,29499,.,[('force', 0)])])
(8344,(2021,01,22,18,25,14),-1,[(,8999,29499,.,[('force', 0)])])
(8344,(2021,01,22,18,25,14),-1,[(,8999,29499,.,[('force', 0)])])
(8344,(2021,01,22,18,25,14),-1,[(,8999,29499,.,[('force', 0)])])
(8344,(2021,01,22,18,25,37),-1,[(,8999,29499,.,[('force', 0)])])
(8344,(2021,01,22,18,25,37),-1,[(,8999,29499,.,[('force', 0)])])
(8344,(2021,01,22,18,25,37),-1,[(,8999,29499,.,[('force', 0)])])
(8344,(2021,01,22,18,25,37),-1,[(,8999,29499,.,[('force', 0)])])
(8344,(2021,01,22,18,25,37),-1,[(,8999,29499,.,[('force', 0)])])
(8344,(2021,01,22,18,25,37),-1,[(,8999,29499,.,[('force', 0)])])
(8344,(2021,01,22,18,25,37),-1,[(,8999,29499,.,[('force', 0)])])
