(8637,(2021,01,22,19,21,06),-1,[(,85999,,.,[('force', 0)])])
(8637,(2021,01,22,19,21,06),-1,[(,85999,,.,[('force', 0)])])
(8637,(2021,01,22,19,21,06),-1,[(,85999,,.,[('force', 0)])])
(8637,(2021,01,22,19,21,06),-1,[(,85999,,.,[('force', 0)])])
(8637,(2021,01,22,19,21,06),-1,[(,85999,,.,[('force', 0)])])
(8637,(2021,01,22,19,21,06),-1,[(,85999,,.,[('force', 0)])])
(8637,(2021,01,22,19,21,06),-1,[(,85999,,.,[('force', 0)])])
(8637,(2021,01,22,19,21,35),-1,[(,85999,,.,[('force', 0)])])
(8637,(2021,01,22,19,21,35),-1,[(,85999,,.,[('force', 0)])])
(8637,(2021,01,22,19,21,35),-1,[(,85999,,.,[('force', 0)])])
(8637,(2021,01,22,19,21,35),-1,[(,85999,,.,[('force', 0)])])
(8637,(2021,01,22,19,21,35),-1,[(,85999,,.,[('force', 0)])])
(8637,(2021,01,22,19,21,35),-1,[(,85999,,.,[('force', 0)])])
(8637,(2021,01,22,19,21,35),-1,[(,85999,,.,[('force', 0)])])
(8637,(2021,01,22,19,24,09),-1,[(,85999,,.,[('force', 0)])])
(8637,(2021,01,22,19,24,09),-1,[(,85999,,.,[('force', 0)])])
(8637,(2021,01,22,19,24,09),-1,[(,85999,,.,[('force', 0)])])
(8637,(2021,01,22,19,24,09),-1,[(,85999,,.,[('force', 0)])])
(8637,(2021,01,22,19,24,09),-1,[(,85999,,.,[('force', 0)])])
(8637,(2021,01,22,19,24,09),-1,[(,85999,,.,[('force', 0)])])
(8637,(2021,01,22,19,24,09),-1,[(,85999,,.,[('force', 0)])])
