(8660,(2021,01,22,19,21,06),-1,[(,740000,,,[('force', 0)]),(,730000,,.,[('force', 0)])])
(8660,(2021,01,22,19,21,06),-1,[(,740000,,,[('force', 0)]),(,730000,,.,[('force', 0)])])
(8660,(2021,01,22,19,21,06),-1,[(,740000,,,[('force', 0)]),(,730000,,.,[('force', 0)])])
(8660,(2021,01,22,19,21,06),-1,[(,740000,,,[('force', 0)]),(,730000,,.,[('force', 0)])])
(8660,(2021,01,22,19,21,06),-1,[(,740000,,,[('force', 0)]),(,730000,,.,[('force', 0)])])
(8660,(2021,01,22,19,21,06),-1,[(,740000,,,[('force', 0)]),(,730000,,.,[('force', 0)])])
(8660,(2021,01,22,19,21,06),-1,[(,740000,,,[('force', 0)]),(,730000,,.,[('force', 0)])])
(8660,(2021,01,22,19,21,35),-1,[(,740000,,,[('force', 0)]),(,730000,,.,[('force', 0)])])
(8660,(2021,01,22,19,21,35),-1,[(,740000,,,[('force', 0)]),(,730000,,.,[('force', 0)])])
(8660,(2021,01,22,19,21,35),-1,[(,740000,,,[('force', 0)]),(,730000,,.,[('force', 0)])])
(8660,(2021,01,22,19,21,35),-1,[(,740000,,,[('force', 0)]),(,730000,,.,[('force', 0)])])
(8660,(2021,01,22,19,21,35),-1,[(,740000,,,[('force', 0)]),(,730000,,.,[('force', 0)])])
(8660,(2021,01,22,19,21,35),-1,[(,740000,,,[('force', 0)]),(,730000,,.,[('force', 0)])])
(8660,(2021,01,22,19,21,35),-1,[(,740000,,,[('force', 0)]),(,730000,,.,[('force', 0)])])
