(8452,(2021,01,22,18,25,14),-1,[(,650000,,,[('force', 0)]),(,1399999,,,[('force', 0)]),(,900000,,,[('force', 0)]),(,1200000,,,[('force', 0)]),(,580000,,,[('force', 0)]),(,900000,,,[('force', 0)]),(,588888,,.,[('force', 0)])])
(8452,(2021,01,22,18,25,14),-1,[(,650000,,,[('force', 0)]),(,1399999,,,[('force', 0)]),(,900000,,,[('force', 0)]),(,1200000,,,[('force', 0)]),(,580000,,,[('force', 0)]),(,900000,,,[('force', 0)]),(,588888,,.,[('force', 0)])])
(8452,(2021,01,22,18,25,14),-1,[(,650000,,,[('force', 0)]),(,1399999,,,[('force', 0)]),(,900000,,,[('force', 0)]),(,1200000,,,[('force', 0)]),(,580000,,,[('force', 0)]),(,900000,,,[('force', 0)]),(,588888,,.,[('force', 0)])])
(8452,(2021,01,22,18,25,14),-1,[(,650000,,,[('force', 0)]),(,1399999,,,[('force', 0)]),(,900000,,,[('force', 0)]),(,1200000,,,[('force', 0)]),(,580000,,,[('force', 0)]),(,900000,,,[('force', 0)]),(,588888,,.,[('force', 0)])])
(8452,(2021,01,22,18,25,14),-1,[(,650000,,,[('force', 0)]),(,1399999,,,[('force', 0)]),(,900000,,,[('force', 0)]),(,1200000,,,[('force', 0)]),(,580000,,,[('force', 0)]),(,900000,,,[('force', 0)]),(,588888,,.,[('force', 0)])])
(8452,(2021,01,22,18,25,14),-1,[(,650000,,,[('force', 0)]),(,1399999,,,[('force', 0)]),(,900000,,,[('force', 0)]),(,1200000,,,[('force', 0)]),(,580000,,,[('force', 0)]),(,900000,,,[('force', 0)]),(,588888,,.,[('force', 0)])])
(8452,(2021,01,22,18,25,14),-1,[(,650000,,,[('force', 0)]),(,1399999,,,[('force', 0)]),(,900000,,,[('force', 0)]),(,1200000,,,[('force', 0)]),(,580000,,,[('force', 0)]),(,900000,,,[('force', 0)]),(,588888,,.,[('force', 0)])])
(8452,(2021,01,22,18,25,37),-1,[(,650000,,,[('force', 0)]),(,1399999,,,[('force', 0)]),(,900000,,,[('force', 0)]),(,1200000,,,[('force', 0)]),(,580000,,,[('force', 0)]),(,900000,,,[('force', 0)]),(,588888,,.,[('force', 0)])])
(8452,(2021,01,22,18,25,37),-1,[(,650000,,,[('force', 0)]),(,1399999,,,[('force', 0)]),(,900000,,,[('force', 0)]),(,1200000,,,[('force', 0)]),(,580000,,,[('force', 0)]),(,900000,,,[('force', 0)]),(,588888,,.,[('force', 0)])])
(8452,(2021,01,22,18,25,37),-1,[(,650000,,,[('force', 0)]),(,1399999,,,[('force', 0)]),(,900000,,,[('force', 0)]),(,1200000,,,[('force', 0)]),(,580000,,,[('force', 0)]),(,900000,,,[('force', 0)]),(,588888,,.,[('force', 0)])])
(8452,(2021,01,22,18,25,37),-1,[(,650000,,,[('force', 0)]),(,1399999,,,[('force', 0)]),(,900000,,,[('force', 0)]),(,1200000,,,[('force', 0)]),(,580000,,,[('force', 0)]),(,900000,,,[('force', 0)]),(,588888,,.,[('force', 0)])])
(8452,(2021,01,22,18,25,37),-1,[(,650000,,,[('force', 0)]),(,1399999,,,[('force', 0)]),(,900000,,,[('force', 0)]),(,1200000,,,[('force', 0)]),(,580000,,,[('force', 0)]),(,900000,,,[('force', 0)]),(,588888,,.,[('force', 0)])])
(8452,(2021,01,22,18,25,37),-1,[(,650000,,,[('force', 0)]),(,1399999,,,[('force', 0)]),(,900000,,,[('force', 0)]),(,1200000,,,[('force', 0)]),(,580000,,,[('force', 0)]),(,900000,,,[('force', 0)]),(,588888,,.,[('force', 0)])])
(8452,(2021,01,22,18,25,37),-1,[(,650000,,,[('force', 0)]),(,1399999,,,[('force', 0)]),(,900000,,,[('force', 0)]),(,1200000,,,[('force', 0)]),(,580000,,,[('force', 0)]),(,900000,,,[('force', 0)]),(,588888,,.,[('force', 0)])])
