(902,(2021,01,22,18,25,14),-1,[(,2500,,,[('force', 0)]),(,2500,,,[('force', 0)]),(,2500,,,[('force', 0)]),(,3000,,,[('force', 0)]),(,2500,,,[('force', 0)]),(,2500,,,[('force', 0)]),(,2500,,,[('force', 0)]),(,2500,,,[('force', 0)]),(,2500,,,[('force', 0)]),(,2500,,,[('force', 0)]),(,2500,,.,[('force', 0)])])
(902,(2021,01,22,18,25,14),-1,[(,2500,,,[('force', 0)]),(,2500,,,[('force', 0)]),(,2500,,,[('force', 0)]),(,3000,,,[('force', 0)]),(,2500,,,[('force', 0)]),(,2500,,,[('force', 0)]),(,2500,,,[('force', 0)]),(,2500,,,[('force', 0)]),(,2500,,,[('force', 0)]),(,2500,,,[('force', 0)]),(,2500,,.,[('force', 0)])])
(902,(2021,01,22,18,25,14),-1,[(,2500,,,[('force', 0)]),(,2500,,,[('force', 0)]),(,2500,,,[('force', 0)]),(,3000,,,[('force', 0)]),(,2500,,,[('force', 0)]),(,2500,,,[('force', 0)]),(,2500,,,[('force', 0)]),(,2500,,,[('force', 0)]),(,2500,,,[('force', 0)]),(,2500,,,[('force', 0)]),(,2500,,.,[('force', 0)])])
(902,(2021,01,22,18,25,14),-1,[(,2500,,,[('force', 0)]),(,2500,,,[('force', 0)]),(,2500,,,[('force', 0)]),(,3000,,,[('force', 0)]),(,2500,,,[('force', 0)]),(,2500,,,[('force', 0)]),(,2500,,,[('force', 0)]),(,2500,,,[('force', 0)]),(,2500,,,[('force', 0)]),(,2500,,,[('force', 0)]),(,2500,,.,[('force', 0)])])
(902,(2021,01,22,18,25,14),-1,[(,2500,,,[('force', 0)]),(,2500,,,[('force', 0)]),(,2500,,,[('force', 0)]),(,3000,,,[('force', 0)]),(,2500,,,[('force', 0)]),(,2500,,,[('force', 0)]),(,2500,,,[('force', 0)]),(,2500,,,[('force', 0)]),(,2500,,,[('force', 0)]),(,2500,,,[('force', 0)]),(,2500,,.,[('force', 0)])])
(902,(2021,01,22,18,25,14),-1,[(,2500,,,[('force', 0)]),(,2500,,,[('force', 0)]),(,2500,,,[('force', 0)]),(,3000,,,[('force', 0)]),(,2500,,,[('force', 0)]),(,2500,,,[('force', 0)]),(,2500,,,[('force', 0)]),(,2500,,,[('force', 0)]),(,2500,,,[('force', 0)]),(,2500,,,[('force', 0)]),(,2500,,.,[('force', 0)])])
(902,(2021,01,22,18,25,37),-1,[(,2500,,,[('force', 0)]),(,2500,,,[('force', 0)]),(,2500,,,[('force', 0)]),(,3000,,,[('force', 0)]),(,2500,,,[('force', 0)]),(,2500,,,[('force', 0)]),(,2500,,,[('force', 0)]),(,2500,,,[('force', 0)]),(,2500,,,[('force', 0)]),(,2500,,,[('force', 0)]),(,2500,,.,[('force', 0)])])
(902,(2021,01,22,18,25,37),-1,[(,2500,,,[('force', 0)]),(,2500,,,[('force', 0)]),(,2500,,,[('force', 0)]),(,3000,,,[('force', 0)]),(,2500,,,[('force', 0)]),(,2500,,,[('force', 0)]),(,2500,,,[('force', 0)]),(,2500,,,[('force', 0)]),(,2500,,,[('force', 0)]),(,2500,,,[('force', 0)]),(,2500,,.,[('force', 0)])])
(902,(2021,01,22,18,25,37),-1,[(,2500,,,[('force', 0)]),(,2500,,,[('force', 0)]),(,2500,,,[('force', 0)]),(,3000,,,[('force', 0)]),(,2500,,,[('force', 0)]),(,2500,,,[('force', 0)]),(,2500,,,[('force', 0)]),(,2500,,,[('force', 0)]),(,2500,,,[('force', 0)]),(,2500,,,[('force', 0)]),(,2500,,.,[('force', 0)])])
(902,(2021,01,22,18,25,37),-1,[(,2500,,,[('force', 0)]),(,2500,,,[('force', 0)]),(,2500,,,[('force', 0)]),(,3000,,,[('force', 0)]),(,2500,,,[('force', 0)]),(,2500,,,[('force', 0)]),(,2500,,,[('force', 0)]),(,2500,,,[('force', 0)]),(,2500,,,[('force', 0)]),(,2500,,,[('force', 0)]),(,2500,,.,[('force', 0)])])
(902,(2021,01,22,18,25,37),-1,[(,2500,,,[('force', 0)]),(,2500,,,[('force', 0)]),(,2500,,,[('force', 0)]),(,3000,,,[('force', 0)]),(,2500,,,[('force', 0)]),(,2500,,,[('force', 0)]),(,2500,,,[('force', 0)]),(,2500,,,[('force', 0)]),(,2500,,,[('force', 0)]),(,2500,,,[('force', 0)]),(,2500,,.,[('force', 0)])])
(902,(2021,01,22,18,25,37),-1,[(,2500,,,[('force', 0)]),(,2500,,,[('force', 0)]),(,2500,,,[('force', 0)]),(,3000,,,[('force', 0)]),(,2500,,,[('force', 0)]),(,2500,,,[('force', 0)]),(,2500,,,[('force', 0)]),(,2500,,,[('force', 0)]),(,2500,,,[('force', 0)]),(,2500,,,[('force', 0)]),(,2500,,.,[('force', 0)])])
