(6732,(2021,01,22,18,25,14),-1,[(,16000,,,[('force', 0)]),(,18000,,,[('force', 0)]),(,9000,,.,[('force', 0)])])
(6732,(2021,01,22,18,25,14),-1,[(,16000,,,[('force', 0)]),(,18000,,,[('force', 0)]),(,9000,,.,[('force', 0)])])
(6732,(2021,01,22,18,25,14),-1,[(,16000,,,[('force', 0)]),(,18000,,,[('force', 0)]),(,9000,,.,[('force', 0)])])
(6732,(2021,01,22,18,25,14),-1,[(,16000,,,[('force', 0)]),(,18000,,,[('force', 0)]),(,9000,,.,[('force', 0)])])
(6732,(2021,01,22,18,25,14),-1,[(,16000,,,[('force', 0)]),(,18000,,,[('force', 0)]),(,9000,,.,[('force', 0)])])
(6732,(2021,01,22,18,25,14),-1,[(,16000,,,[('force', 0)]),(,18000,,,[('force', 0)]),(,9000,,.,[('force', 0)])])
(6732,(2021,01,22,18,25,14),-1,[(,16000,,,[('force', 0)]),(,18000,,,[('force', 0)]),(,9000,,.,[('force', 0)])])
(6732,(2021,01,22,18,25,14),-1,[(,16000,,,[('force', 0)]),(,18000,,,[('force', 0)]),(,9000,,.,[('force', 0)])])
(6732,(2021,01,22,18,25,37),-1,[(,16000,,,[('force', 0)]),(,18000,,,[('force', 0)]),(,9000,,.,[('force', 0)])])
(6732,(2021,01,22,18,25,37),-1,[(,16000,,,[('force', 0)]),(,18000,,,[('force', 0)]),(,9000,,.,[('force', 0)])])
(6732,(2021,01,22,18,25,37),-1,[(,16000,,,[('force', 0)]),(,18000,,,[('force', 0)]),(,9000,,.,[('force', 0)])])
(6732,(2021,01,22,18,25,37),-1,[(,16000,,,[('force', 0)]),(,18000,,,[('force', 0)]),(,9000,,.,[('force', 0)])])
(6732,(2021,01,22,18,25,37),-1,[(,16000,,,[('force', 0)]),(,18000,,,[('force', 0)]),(,9000,,.,[('force', 0)])])
(6732,(2021,01,22,18,25,37),-1,[(,16000,,,[('force', 0)]),(,18000,,,[('force', 0)]),(,9000,,.,[('force', 0)])])
(6732,(2021,01,22,18,25,37),-1,[(,16000,,,[('force', 0)]),(,18000,,,[('force', 0)]),(,9000,,.,[('force', 0)])])
(6732,(2021,01,22,18,25,37),-1,[(,16000,,,[('force', 0)]),(,18000,,,[('force', 0)]),(,9000,,.,[('force', 0)])])
