(2441,(2021,01,22,18,25,14),-1,[(,15000,,,[('force', 0)]),(,29000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,29999,,,[('force', 0)]),(,19000,,,[('force', 0)]),(,11000,,,[('force', 0)]),(,11111,,,[('force', 0)]),(,20000,,,[('force', 0)]),(,40000,,,[('force', 0)]),(,8990,,,[('force', 0)]),(,20000,,,[('force', 0)]),(,20000,,,[('force', 0)]),(,70000,,,[('force', 0)]),(,84900,,,[('force', 0)]),(,21500,,,[('force', 0)]),(,50000,,,[('force', 0)]),(,9000,,,[('force', 0)]),(,22999,,,[('force', 0)]),(,15775,,,[('force', 0)]),(,9999,,,[('force', 0)]),(,35000,,,[('force', 0)]),(,22500,,.,[('force', 0)])])
(2441,(2021,01,22,18,25,14),-1,[(,15000,,,[('force', 0)]),(,29000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,29999,,,[('force', 0)]),(,19000,,,[('force', 0)]),(,11000,,,[('force', 0)]),(,11111,,,[('force', 0)]),(,20000,,,[('force', 0)]),(,40000,,,[('force', 0)]),(,8990,,,[('force', 0)]),(,20000,,,[('force', 0)]),(,20000,,,[('force', 0)]),(,70000,,,[('force', 0)]),(,84900,,,[('force', 0)]),(,21500,,,[('force', 0)]),(,50000,,,[('force', 0)]),(,9000,,,[('force', 0)]),(,22999,,,[('force', 0)]),(,15775,,,[('force', 0)]),(,9999,,,[('force', 0)]),(,35000,,,[('force', 0)]),(,22500,,.,[('force', 0)])])
(2441,(2021,01,22,18,25,14),-1,[(,15000,,,[('force', 0)]),(,29000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,29999,,,[('force', 0)]),(,19000,,,[('force', 0)]),(,11000,,,[('force', 0)]),(,11111,,,[('force', 0)]),(,20000,,,[('force', 0)]),(,40000,,,[('force', 0)]),(,8990,,,[('force', 0)]),(,20000,,,[('force', 0)]),(,20000,,,[('force', 0)]),(,70000,,,[('force', 0)]),(,84900,,,[('force', 0)]),(,21500,,,[('force', 0)]),(,50000,,,[('force', 0)]),(,9000,,,[('force', 0)]),(,22999,,,[('force', 0)]),(,15775,,,[('force', 0)]),(,9999,,,[('force', 0)]),(,35000,,,[('force', 0)]),(,22500,,.,[('force', 0)])])
(2441,(2021,01,22,18,25,14),-1,[(,15000,,,[('force', 0)]),(,29000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,29999,,,[('force', 0)]),(,19000,,,[('force', 0)]),(,11000,,,[('force', 0)]),(,11111,,,[('force', 0)]),(,20000,,,[('force', 0)]),(,40000,,,[('force', 0)]),(,8990,,,[('force', 0)]),(,20000,,,[('force', 0)]),(,20000,,,[('force', 0)]),(,70000,,,[('force', 0)]),(,84900,,,[('force', 0)]),(,21500,,,[('force', 0)]),(,50000,,,[('force', 0)]),(,9000,,,[('force', 0)]),(,22999,,,[('force', 0)]),(,15775,,,[('force', 0)]),(,9999,,,[('force', 0)]),(,35000,,,[('force', 0)]),(,22500,,.,[('force', 0)])])
(2441,(2021,01,22,18,25,14),-1,[(,15000,,,[('force', 0)]),(,29000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,29999,,,[('force', 0)]),(,19000,,,[('force', 0)]),(,11000,,,[('force', 0)]),(,11111,,,[('force', 0)]),(,20000,,,[('force', 0)]),(,40000,,,[('force', 0)]),(,8990,,,[('force', 0)]),(,20000,,,[('force', 0)]),(,20000,,,[('force', 0)]),(,70000,,,[('force', 0)]),(,84900,,,[('force', 0)]),(,21500,,,[('force', 0)]),(,50000,,,[('force', 0)]),(,9000,,,[('force', 0)]),(,22999,,,[('force', 0)]),(,15775,,,[('force', 0)]),(,9999,,,[('force', 0)]),(,35000,,,[('force', 0)]),(,22500,,.,[('force', 0)])])
(2441,(2021,01,22,18,25,14),-1,[(,15000,,,[('force', 0)]),(,29000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,29999,,,[('force', 0)]),(,19000,,,[('force', 0)]),(,11000,,,[('force', 0)]),(,11111,,,[('force', 0)]),(,20000,,,[('force', 0)]),(,40000,,,[('force', 0)]),(,8990,,,[('force', 0)]),(,20000,,,[('force', 0)]),(,20000,,,[('force', 0)]),(,70000,,,[('force', 0)]),(,21500,,,[('force', 0)]),(,30000,,,[('force', 0)]),(,50000,,,[('force', 0)]),(,9000,,,[('force', 0)]),(,22999,,,[('force', 0)]),(,15775,,,[('force', 0)]),(,9999,,,[('force', 0)]),(,35000,,,[('force', 0)]),(,22500,,.,[('force', 0)])])
(2441,(2021,01,22,18,25,14),-1,[(,15000,,,[('force', 0)]),(,29000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,29999,,,[('force', 0)]),(,19000,,,[('force', 0)]),(,11000,,,[('force', 0)]),(,11111,,,[('force', 0)]),(,20000,,,[('force', 0)]),(,40000,,,[('force', 0)]),(,8990,,,[('force', 0)]),(,20000,,,[('force', 0)]),(,20000,,,[('force', 0)]),(,70000,,,[('force', 0)]),(,21500,,,[('force', 0)]),(,30000,,,[('force', 0)]),(,50000,,,[('force', 0)]),(,9000,,,[('force', 0)]),(,22999,,,[('force', 0)]),(,15775,,,[('force', 0)]),(,9999,,,[('force', 0)]),(,35000,,,[('force', 0)]),(,22500,,.,[('force', 0)])])
(2441,(2021,01,22,18,25,14),-1,[(,15000,,,[('force', 0)]),(,29000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,29999,,,[('force', 0)]),(,19000,,,[('force', 0)]),(,11000,,,[('force', 0)]),(,11111,,,[('force', 0)]),(,20000,,,[('force', 0)]),(,40000,,,[('force', 0)]),(,8990,,,[('force', 0)]),(,20000,,,[('force', 0)]),(,20000,,,[('force', 0)]),(,70000,,,[('force', 0)]),(,21500,,,[('force', 0)]),(,30000,,,[('force', 0)]),(,50000,,,[('force', 0)]),(,9000,,,[('force', 0)]),(,22999,,,[('force', 0)]),(,15775,,,[('force', 0)]),(,9999,,,[('force', 0)]),(,35000,,,[('force', 0)]),(,22500,,.,[('force', 0)])])
(2441,(2021,01,22,18,25,37),-1,[(,15000,,,[('force', 0)]),(,29000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,29999,,,[('force', 0)]),(,19000,,,[('force', 0)]),(,11000,,,[('force', 0)]),(,11111,,,[('force', 0)]),(,20000,,,[('force', 0)]),(,40000,,,[('force', 0)]),(,8990,,,[('force', 0)]),(,20000,,,[('force', 0)]),(,20000,,,[('force', 0)]),(,70000,,,[('force', 0)]),(,84900,,,[('force', 0)]),(,21500,,,[('force', 0)]),(,50000,,,[('force', 0)]),(,9000,,,[('force', 0)]),(,22999,,,[('force', 0)]),(,15775,,,[('force', 0)]),(,9999,,,[('force', 0)]),(,35000,,,[('force', 0)]),(,22500,,.,[('force', 0)])])
(2441,(2021,01,22,18,25,37),-1,[(,15000,,,[('force', 0)]),(,29000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,29999,,,[('force', 0)]),(,19000,,,[('force', 0)]),(,11000,,,[('force', 0)]),(,11111,,,[('force', 0)]),(,20000,,,[('force', 0)]),(,40000,,,[('force', 0)]),(,8990,,,[('force', 0)]),(,20000,,,[('force', 0)]),(,20000,,,[('force', 0)]),(,70000,,,[('force', 0)]),(,84900,,,[('force', 0)]),(,21500,,,[('force', 0)]),(,50000,,,[('force', 0)]),(,9000,,,[('force', 0)]),(,22999,,,[('force', 0)]),(,15775,,,[('force', 0)]),(,9999,,,[('force', 0)]),(,35000,,,[('force', 0)]),(,22500,,.,[('force', 0)])])
