(2424,(2021,01,22,18,25,14),-1,[(,22500,,,[('force', 0)]),(,18500,,,[('force', 0)]),(,25000,,,[('force', 0)]),(,69500,,,[('force', 0)]),(,20000,,.,[('force', 0)])])
(2424,(2021,01,22,18,25,14),-1,[(,22500,,,[('force', 0)]),(,18500,,,[('force', 0)]),(,25000,,,[('force', 0)]),(,69500,,,[('force', 0)]),(,20000,,.,[('force', 0)])])
(2424,(2021,01,22,18,25,14),-1,[(,22500,,,[('force', 0)]),(,18500,,,[('force', 0)]),(,25000,,,[('force', 0)]),(,69500,,,[('force', 0)]),(,20000,,.,[('force', 0)])])
(2424,(2021,01,22,18,25,14),-1,[(,22500,,,[('force', 0)]),(,18500,,,[('force', 0)]),(,25000,,,[('force', 0)]),(,69500,,,[('force', 0)]),(,20000,,.,[('force', 0)])])
(2424,(2021,01,22,18,25,14),-1,[(,22500,,,[('force', 0)]),(,18500,,,[('force', 0)]),(,25000,,,[('force', 0)]),(,69500,,,[('force', 0)]),(,20000,,.,[('force', 0)])])
(2424,(2021,01,22,18,25,14),-1,[(,22500,,,[('force', 0)]),(,18500,,,[('force', 0)]),(,25000,,,[('force', 0)]),(,69500,,,[('force', 0)]),(,20000,,.,[('force', 0)])])
(2424,(2021,01,22,18,25,14),-1,[(,22500,,,[('force', 0)]),(,18500,,,[('force', 0)]),(,25000,,,[('force', 0)]),(,69500,,,[('force', 0)]),(,20000,,.,[('force', 0)])])
(2424,(2021,01,22,18,25,14),-1,[(,22500,,,[('force', 0)]),(,18500,,,[('force', 0)]),(,25000,,,[('force', 0)]),(,69500,,,[('force', 0)]),(,20000,,.,[('force', 0)])])
(2424,(2021,01,22,18,25,37),-1,[(,22500,,,[('force', 0)]),(,18500,,,[('force', 0)]),(,25000,,,[('force', 0)]),(,69500,,,[('force', 0)]),(,20000,,.,[('force', 0)])])
(2424,(2021,01,22,18,25,37),-1,[(,22500,,,[('force', 0)]),(,18500,,,[('force', 0)]),(,25000,,,[('force', 0)]),(,69500,,,[('force', 0)]),(,20000,,.,[('force', 0)])])
(2424,(2021,01,22,18,25,37),-1,[(,22500,,,[('force', 0)]),(,18500,,,[('force', 0)]),(,25000,,,[('force', 0)]),(,69500,,,[('force', 0)]),(,20000,,.,[('force', 0)])])
(2424,(2021,01,22,18,25,37),-1,[(,22500,,,[('force', 0)]),(,18500,,,[('force', 0)]),(,25000,,,[('force', 0)]),(,69500,,,[('force', 0)]),(,20000,,.,[('force', 0)])])
(2424,(2021,01,22,18,25,37),-1,[(,22500,,,[('force', 0)]),(,18500,,,[('force', 0)]),(,25000,,,[('force', 0)]),(,69500,,,[('force', 0)]),(,20000,,.,[('force', 0)])])
(2424,(2021,01,22,18,25,37),-1,[(,22500,,,[('force', 0)]),(,18500,,,[('force', 0)]),(,25000,,,[('force', 0)]),(,69500,,,[('force', 0)]),(,20000,,.,[('force', 0)])])
(2424,(2021,01,22,18,25,37),-1,[(,22500,,,[('force', 0)]),(,18500,,,[('force', 0)]),(,25000,,,[('force', 0)]),(,69500,,,[('force', 0)]),(,20000,,.,[('force', 0)])])
(2424,(2021,01,22,18,25,37),-1,[(,22500,,,[('force', 0)]),(,18500,,,[('force', 0)]),(,25000,,,[('force', 0)]),(,69500,,,[('force', 0)]),(,20000,,.,[('force', 0)])])
