(6757,(2021,01,22,18,25,14),-1,[(,120000,,,[('force', 0)]),(,100000,,.,[('force', 0)])])
(6757,(2021,01,22,18,25,14),-1,[(,120000,,,[('force', 0)]),(,100000,,.,[('force', 0)])])
(6757,(2021,01,22,18,25,14),-1,[(,120000,,,[('force', 0)]),(,100000,,.,[('force', 0)])])
(6757,(2021,01,22,18,25,14),-1,[(,120000,,,[('force', 0)]),(,100000,,.,[('force', 0)])])
(6757,(2021,01,22,18,25,14),-1,[(,120000,,,[('force', 0)]),(,100000,,.,[('force', 0)])])
(6757,(2021,01,22,18,25,14),-1,[(,120000,,,[('force', 0)]),(,100000,,.,[('force', 0)])])
(6757,(2021,01,22,18,25,14),-1,[(,120000,,,[('force', 0)]),(,100000,,.,[('force', 0)])])
(6757,(2021,01,22,18,25,37),-1,[(,120000,,,[('force', 0)]),(,100000,,.,[('force', 0)])])
(6757,(2021,01,22,18,25,37),-1,[(,120000,,,[('force', 0)]),(,100000,,.,[('force', 0)])])
(6757,(2021,01,22,18,25,37),-1,[(,120000,,,[('force', 0)]),(,100000,,.,[('force', 0)])])
(6757,(2021,01,22,18,25,37),-1,[(,120000,,,[('force', 0)]),(,100000,,.,[('force', 0)])])
(6757,(2021,01,22,18,25,37),-1,[(,120000,,,[('force', 0)]),(,100000,,.,[('force', 0)])])
(6757,(2021,01,22,18,25,37),-1,[(,120000,,,[('force', 0)]),(,100000,,.,[('force', 0)])])
(6757,(2021,01,22,18,25,37),-1,[(,120000,,,[('force', 0)]),(,100000,,.,[('force', 0)])])
