(8144,(2021,01,22,19,21,06),-1,[(,78998,,.,[('force', 0)])])
(8144,(2021,01,22,19,21,06),-1,[(,78998,,.,[('force', 0)])])
(8144,(2021,01,22,19,21,06),-1,[(,78998,,.,[('force', 0)])])
(8144,(2021,01,22,19,21,06),-1,[(,78998,,.,[('force', 0)])])
(8144,(2021,01,22,19,21,06),-1,[(,78500,,.,[('force', 0)])])
(8144,(2021,01,22,19,21,06),-1,[(,78500,,.,[('force', 0)])])
(8144,(2021,01,22,19,21,06),-1,[(,78500,,.,[('force', 0)])])
(8144,(2021,01,22,19,21,06),-1,[(,78000,,.,[('force', 0)])])
(8144,(2021,01,22,19,21,06),-1,[(,78000,,.,[('force', 0)])])
(8144,(2021,01,22,19,21,06),-1,[(,78000,,.,[('force', 0)])])
(8144,(2021,01,22,19,21,06),-1,[(,78000,,.,[('force', 0)])])
(8144,(2021,01,22,19,21,06),-1,[(,78000,,.,[('force', 0)])])
(8144,(2021,01,22,19,21,35),-1,[(,78998,,.,[('force', 0)])])
(8144,(2021,01,22,19,21,35),-1,[(,78998,,.,[('force', 0)])])
(8144,(2021,01,22,19,21,35),-1,[(,78998,,.,[('force', 0)])])
(8144,(2021,01,22,19,21,35),-1,[(,78998,,.,[('force', 0)])])
(8144,(2021,01,22,19,21,35),-1,[(,78500,,.,[('force', 0)])])
(8144,(2021,01,22,19,21,35),-1,[(,78500,,.,[('force', 0)])])
(8144,(2021,01,22,19,21,35),-1,[(,78500,,.,[('force', 0)])])
(8144,(2021,01,22,19,21,35),-1,[(,78000,,.,[('force', 0)])])
(8144,(2021,01,22,19,21,35),-1,[(,78000,,.,[('force', 0)])])
(8144,(2021,01,22,19,21,35),-1,[(,78000,,.,[('force', 0)])])
(8144,(2021,01,22,19,21,35),-1,[(,78000,,.,[('force', 0)])])
(8144,(2021,01,22,19,21,35),-1,[(,78000,,.,[('force', 0)])])
(8144,(2021,01,22,19,24,09),-1,[(,78998,,.,[('force', 0)])])
(8144,(2021,01,22,19,24,09),-1,[(,78998,,.,[('force', 0)])])
(8144,(2021,01,22,19,24,09),-1,[(,78998,,.,[('force', 0)])])
(8144,(2021,01,22,19,24,09),-1,[(,78998,,.,[('force', 0)])])
(8144,(2021,01,22,19,24,09),-1,[(,78500,,.,[('force', 0)])])
(8144,(2021,01,22,19,24,09),-1,[(,78500,,.,[('force', 0)])])
(8144,(2021,01,22,19,24,09),-1,[(,78500,,.,[('force', 0)])])
(8144,(2021,01,22,19,24,09),-1,[(,78000,,.,[('force', 0)])])
(8144,(2021,01,22,19,24,09),-1,[(,78000,,.,[('force', 0)])])
(8144,(2021,01,22,19,24,09),-1,[(,78000,,.,[('force', 0)])])
(8144,(2021,01,22,19,24,09),-1,[(,78000,,.,[('force', 0)])])
(8144,(2021,01,22,19,24,09),-1,[(,78000,,.,[('force', 0)])])
