(10715,(2021,01,22,19,21,06),-1,[(,,59000,.,[('force', 0)])])
(10715,(2021,01,22,19,21,06),-1,[(,,59000,.,[('force', 0)])])
(10715,(2021,01,22,19,21,06),-1,[(,,59000,.,[('force', 0)])])
(10715,(2021,01,22,19,21,06),-1,[(,,59000,.,[('force', 0)])])
(10715,(2021,01,22,19,21,06),-1,[(,,59000,.,[('force', 0)])])
(10715,(2021,01,22,19,21,06),-1,[(,,59000,.,[('force', 0)])])
(10715,(2021,01,22,19,21,06),-1,[(,,59000,.,[('force', 0)])])
(10715,(2021,01,22,19,21,06),-1,[(,,59000,.,[('force', 0)])])
(10715,(2021,01,22,19,21,06),-1,[(,,59000,.,[('force', 0)])])
(10715,(2021,01,22,19,21,06),-1,[(,,59000,.,[('force', 0)])])
(10715,(2021,01,22,19,21,06),-1,[(,,59000,.,[('force', 0)])])
(10715,(2021,01,22,19,21,06),-1,[(,,59000,.,[('force', 0)])])
