(8303,(2021,01,22,19,21,06),-1,[(,390000,,,[('force', 0)]),(,380000,,,[('force', 0)]),(,210000,,,[('force', 0)]),(,165000,,,[('force', 0)]),(,380000,,.,[('force', 0)])])
(8303,(2021,01,22,19,21,06),-1,[(,390000,,,[('force', 0)]),(,380000,,,[('force', 0)]),(,210000,,,[('force', 0)]),(,165000,,,[('force', 0)]),(,380000,,.,[('force', 0)])])
(8303,(2021,01,22,19,21,06),-1,[(,390000,,,[('force', 0)]),(,380000,,,[('force', 0)]),(,210000,,,[('force', 0)]),(,165000,,,[('force', 0)]),(,380000,,.,[('force', 0)])])
(8303,(2021,01,22,19,21,06),-1,[(,390000,,,[('force', 0)]),(,380000,,,[('force', 0)]),(,210000,,,[('force', 0)]),(,165000,,,[('force', 0)]),(,380000,,.,[('force', 0)])])
(8303,(2021,01,22,19,21,06),-1,[(,390000,,,[('force', 0)]),(,380000,,,[('force', 0)]),(,210000,,,[('force', 0)]),(,165000,,,[('force', 0)]),(,380000,,.,[('force', 0)])])
(8303,(2021,01,22,19,21,06),-1,[(,390000,,,[('force', 0)]),(,380000,,,[('force', 0)]),(,210000,,,[('force', 0)]),(,165000,,,[('force', 0)]),(,380000,,.,[('force', 0)])])
(8303,(2021,01,22,19,21,06),-1,[(,390000,,,[('force', 0)]),(,380000,,,[('force', 0)]),(,210000,,,[('force', 0)]),(,165000,,,[('force', 0)]),(,380000,,.,[('force', 0)])])
(8303,(2021,01,22,19,21,35),-1,[(,390000,,,[('force', 0)]),(,380000,,,[('force', 0)]),(,210000,,,[('force', 0)]),(,165000,,,[('force', 0)]),(,380000,,.,[('force', 0)])])
(8303,(2021,01,22,19,21,35),-1,[(,390000,,,[('force', 0)]),(,380000,,,[('force', 0)]),(,210000,,,[('force', 0)]),(,165000,,,[('force', 0)]),(,380000,,.,[('force', 0)])])
(8303,(2021,01,22,19,21,35),-1,[(,390000,,,[('force', 0)]),(,380000,,,[('force', 0)]),(,210000,,,[('force', 0)]),(,165000,,,[('force', 0)]),(,380000,,.,[('force', 0)])])
(8303,(2021,01,22,19,21,35),-1,[(,390000,,,[('force', 0)]),(,380000,,,[('force', 0)]),(,210000,,,[('force', 0)]),(,165000,,,[('force', 0)]),(,380000,,.,[('force', 0)])])
(8303,(2021,01,22,19,21,35),-1,[(,390000,,,[('force', 0)]),(,380000,,,[('force', 0)]),(,210000,,,[('force', 0)]),(,165000,,,[('force', 0)]),(,380000,,.,[('force', 0)])])
(8303,(2021,01,22,19,21,35),-1,[(,390000,,,[('force', 0)]),(,380000,,,[('force', 0)]),(,210000,,,[('force', 0)]),(,165000,,,[('force', 0)]),(,380000,,.,[('force', 0)])])
(8303,(2021,01,22,19,21,35),-1,[(,390000,,,[('force', 0)]),(,380000,,,[('force', 0)]),(,210000,,,[('force', 0)]),(,165000,,,[('force', 0)]),(,380000,,.,[('force', 0)])])
(8303,(2021,01,22,19,24,09),-1,[(,390000,,,[('force', 0)]),(,380000,,,[('force', 0)]),(,210000,,,[('force', 0)]),(,165000,,,[('force', 0)]),(,380000,,.,[('force', 0)])])
(8303,(2021,01,22,19,24,09),-1,[(,390000,,,[('force', 0)]),(,380000,,,[('force', 0)]),(,210000,,,[('force', 0)]),(,165000,,,[('force', 0)]),(,380000,,.,[('force', 0)])])
(8303,(2021,01,22,19,24,09),-1,[(,390000,,,[('force', 0)]),(,380000,,,[('force', 0)]),(,210000,,,[('force', 0)]),(,165000,,,[('force', 0)]),(,380000,,.,[('force', 0)])])
(8303,(2021,01,22,19,24,09),-1,[(,390000,,,[('force', 0)]),(,380000,,,[('force', 0)]),(,210000,,,[('force', 0)]),(,165000,,,[('force', 0)]),(,380000,,.,[('force', 0)])])
(8303,(2021,01,22,19,24,09),-1,[(,390000,,,[('force', 0)]),(,380000,,,[('force', 0)]),(,210000,,,[('force', 0)]),(,165000,,,[('force', 0)]),(,380000,,.,[('force', 0)])])
(8303,(2021,01,22,19,24,09),-1,[(,390000,,,[('force', 0)]),(,380000,,,[('force', 0)]),(,210000,,,[('force', 0)]),(,165000,,,[('force', 0)]),(,380000,,.,[('force', 0)])])
(8303,(2021,01,22,19,24,09),-1,[(,390000,,,[('force', 0)]),(,380000,,,[('force', 0)]),(,210000,,,[('force', 0)]),(,165000,,,[('force', 0)]),(,380000,,.,[('force', 0)])])
