(8113,(2021,01,22,18,25,14),-1,[(,14900,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,15000,,,[('force', 0)]),(,14999,,.,[('force', 0)])])
(8113,(2021,01,22,18,25,14),-1,[(,14900,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,15000,,,[('force', 0)]),(,14999,,.,[('force', 0)])])
(8113,(2021,01,22,18,25,14),-1,[(,14900,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,15000,,,[('force', 0)]),(,14999,,.,[('force', 0)])])
(8113,(2021,01,22,18,25,14),-1,[(,14900,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,15000,,,[('force', 0)]),(,14999,,.,[('force', 0)])])
(8113,(2021,01,22,18,25,14),-1,[(,14900,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,15000,,,[('force', 0)]),(,14999,,.,[('force', 0)])])
(8113,(2021,01,22,18,25,14),-1,[(,14900,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,15000,,,[('force', 0)]),(,14999,,.,[('force', 0)])])
(8113,(2021,01,22,18,25,14),-1,[(,14900,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,15000,,,[('force', 0)]),(,14999,,.,[('force', 0)])])
(8113,(2021,01,22,18,25,37),-1,[(,14900,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,15000,,,[('force', 0)]),(,14999,,.,[('force', 0)])])
(8113,(2021,01,22,18,25,37),-1,[(,14900,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,15000,,,[('force', 0)]),(,14999,,.,[('force', 0)])])
(8113,(2021,01,22,18,25,37),-1,[(,14900,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,15000,,,[('force', 0)]),(,14999,,.,[('force', 0)])])
(8113,(2021,01,22,18,25,37),-1,[(,14900,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,15000,,,[('force', 0)]),(,14999,,.,[('force', 0)])])
(8113,(2021,01,22,18,25,37),-1,[(,14900,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,15000,,,[('force', 0)]),(,14999,,.,[('force', 0)])])
(8113,(2021,01,22,18,25,37),-1,[(,14900,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,15000,,,[('force', 0)]),(,14999,,.,[('force', 0)])])
(8113,(2021,01,22,18,25,37),-1,[(,14900,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,15000,,,[('force', 0)]),(,14999,,.,[('force', 0)])])
