(6945,(2021,01,22,18,25,14),-1,[(,9800,,,[('force', 0)]),(,3500,,,[('force', 0)]),(,5000,,,[('force', 0)]),(,3500,,,[('force', 0)]),(,6499,,,[('force', 0)]),(,7500,,,[('force', 0)]),(,5500,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,6500,,,[('force', 0)]),(,10900,,,[('force', 0)]),(,3600,,.,[('force', 0)])])
(6945,(2021,01,22,18,25,14),-1,[(,9800,,,[('force', 0)]),(,3500,,,[('force', 0)]),(,5000,,,[('force', 0)]),(,3500,,,[('force', 0)]),(,6499,,,[('force', 0)]),(,7500,,,[('force', 0)]),(,5500,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,6500,,,[('force', 0)]),(,10900,,,[('force', 0)]),(,3600,,.,[('force', 0)])])
(6945,(2021,01,22,18,25,14),-1,[(,9800,,,[('force', 0)]),(,5000,,,[('force', 0)]),(,3500,,,[('force', 0)]),(,6499,,,[('force', 0)]),(,7500,,,[('force', 0)]),(,5500,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,6500,,,[('force', 0)]),(,10900,,,[('force', 0)]),(,3600,,.,[('force', 0)])])
(6945,(2021,01,22,18,25,14),-1,[(,9800,,,[('force', 0)]),(,5000,,,[('force', 0)]),(,3500,,,[('force', 0)]),(,6499,,,[('force', 0)]),(,7500,,,[('force', 0)]),(,5500,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,6500,,,[('force', 0)]),(,10900,,,[('force', 0)]),(,3600,,.,[('force', 0)])])
(6945,(2021,01,22,18,25,14),-1,[(,9800,,,[('force', 0)]),(,5000,,,[('force', 0)]),(,6499,,,[('force', 0)]),(,7500,,,[('force', 0)]),(,5500,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,6500,,,[('force', 0)]),(,10900,,,[('force', 0)]),(,3600,,.,[('force', 0)])])
(6945,(2021,01,22,18,25,14),-1,[(,9800,,,[('force', 0)]),(,5000,,,[('force', 0)]),(,6499,,,[('force', 0)]),(,7500,,,[('force', 0)]),(,5500,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,6500,,,[('force', 0)]),(,10900,,,[('force', 0)]),(,3600,,.,[('force', 0)])])
(6945,(2021,01,22,18,25,14),-1,[(,9800,,,[('force', 0)]),(,5000,,,[('force', 0)]),(,6499,,,[('force', 0)]),(,7500,,,[('force', 0)]),(,5500,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,6500,,,[('force', 0)]),(,10900,,,[('force', 0)]),(,3600,,.,[('force', 0)])])
(6945,(2021,01,22,18,25,14),-1,[(,9800,,,[('force', 0)]),(,5000,,,[('force', 0)]),(,6499,,,[('force', 0)]),(,7500,,,[('force', 0)]),(,5500,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,6500,,,[('force', 0)]),(,10900,,,[('force', 0)]),(,3600,,.,[('force', 0)])])
(6945,(2021,01,22,18,25,37),-1,[(,9800,,,[('force', 0)]),(,3500,,,[('force', 0)]),(,5000,,,[('force', 0)]),(,3500,,,[('force', 0)]),(,6499,,,[('force', 0)]),(,7500,,,[('force', 0)]),(,5500,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,6500,,,[('force', 0)]),(,10900,,,[('force', 0)]),(,3600,,.,[('force', 0)])])
(6945,(2021,01,22,18,25,37),-1,[(,9800,,,[('force', 0)]),(,3500,,,[('force', 0)]),(,5000,,,[('force', 0)]),(,3500,,,[('force', 0)]),(,6499,,,[('force', 0)]),(,7500,,,[('force', 0)]),(,5500,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,6500,,,[('force', 0)]),(,10900,,,[('force', 0)]),(,3600,,.,[('force', 0)])])
(6945,(2021,01,22,18,25,37),-1,[(,9800,,,[('force', 0)]),(,5000,,,[('force', 0)]),(,3500,,,[('force', 0)]),(,6499,,,[('force', 0)]),(,7500,,,[('force', 0)]),(,5500,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,6500,,,[('force', 0)]),(,10900,,,[('force', 0)]),(,3600,,.,[('force', 0)])])
(6945,(2021,01,22,18,25,37),-1,[(,9800,,,[('force', 0)]),(,5000,,,[('force', 0)]),(,3500,,,[('force', 0)]),(,6499,,,[('force', 0)]),(,7500,,,[('force', 0)]),(,5500,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,6500,,,[('force', 0)]),(,10900,,,[('force', 0)]),(,3600,,.,[('force', 0)])])
(6945,(2021,01,22,18,25,37),-1,[(,9800,,,[('force', 0)]),(,5000,,,[('force', 0)]),(,6499,,,[('force', 0)]),(,7500,,,[('force', 0)]),(,5500,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,6500,,,[('force', 0)]),(,10900,,,[('force', 0)]),(,3600,,.,[('force', 0)])])
(6945,(2021,01,22,18,25,37),-1,[(,9800,,,[('force', 0)]),(,5000,,,[('force', 0)]),(,6499,,,[('force', 0)]),(,7500,,,[('force', 0)]),(,5500,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,6500,,,[('force', 0)]),(,10900,,,[('force', 0)]),(,3600,,.,[('force', 0)])])
