(8387,(2021,01,22,18,25,14),-1,[(,169999,,.,[('force', 0)])])
(8387,(2021,01,22,18,25,14),-1,[(,169999,,.,[('force', 0)])])
(8387,(2021,01,22,18,25,14),-1,[(,169999,,.,[('force', 0)])])
(8387,(2021,01,22,18,25,14),-1,[(,169999,,.,[('force', 0)])])
(8387,(2021,01,22,18,25,14),-1,[(,169999,,.,[('force', 0)])])
(8387,(2021,01,22,18,25,14),-1,[(,169999,,.,[('force', 0)])])
(8387,(2021,01,22,18,25,37),-1,[(,169999,,.,[('force', 0)])])
(8387,(2021,01,22,18,25,37),-1,[(,169999,,.,[('force', 0)])])
(8387,(2021,01,22,18,25,37),-1,[(,169999,,.,[('force', 0)])])
(8387,(2021,01,22,18,25,37),-1,[(,169999,,.,[('force', 0)])])
(8387,(2021,01,22,18,25,37),-1,[(,169999,,.,[('force', 0)])])
(8387,(2021,01,22,18,25,37),-1,[(,169999,,.,[('force', 0)])])
