(7246,(2021,01,22,19,21,06),-1,[(,13800,,,[('force', 0)]),(,140000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,29999,,,[('force', 0)]),(,10999,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,11000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,11000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,15999,,,[('force', 0)]),(,11500,,,[('force', 0)]),(,10999,,,[('force', 0)]),(,10999,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,10999,,,[('force', 0)]),(,10000,,.,[('force', 0)])])
(7246,(2021,01,22,19,21,06),-1,[(,13800,,,[('force', 0)]),(,140000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,29999,,,[('force', 0)]),(,10999,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,11000,,,[('force', 0)]),(,9999,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,11000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,15999,,,[('force', 0)]),(,11500,,,[('force', 0)]),(,10999,,,[('force', 0)]),(,10999,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,10999,,,[('force', 0)]),(,10000,,.,[('force', 0)])])
(7246,(2021,01,22,19,21,06),-1,[(,13800,,,[('force', 0)]),(,140000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,29999,,,[('force', 0)]),(,10999,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,11000,,,[('force', 0)]),(,9999,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,11000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,15999,,,[('force', 0)]),(,11500,,,[('force', 0)]),(,10999,,,[('force', 0)]),(,10999,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,10999,,,[('force', 0)]),(,10000,,.,[('force', 0)])])
(7246,(2021,01,22,19,21,06),-1,[(,13800,,,[('force', 0)]),(,140000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,29999,,,[('force', 0)]),(,10999,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,11000,,,[('force', 0)]),(,9999,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,11000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,15999,,,[('force', 0)]),(,11500,,,[('force', 0)]),(,10999,,,[('force', 0)]),(,10999,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,10999,,,[('force', 0)]),(,10000,,.,[('force', 0)])])
(7246,(2021,01,22,19,21,06),-1,[(,13800,,,[('force', 0)]),(,140000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,29999,,,[('force', 0)]),(,10999,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,11000,,,[('force', 0)]),(,9999,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,11000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,15999,,,[('force', 0)]),(,11500,,,[('force', 0)]),(,10999,,,[('force', 0)]),(,10999,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,10999,,,[('force', 0)]),(,10000,,.,[('force', 0)])])
(7246,(2021,01,22,19,21,06),-1,[(,13800,,,[('force', 0)]),(,140000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,29999,,,[('force', 0)]),(,10999,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,11000,,,[('force', 0)]),(,9999,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,11000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,15999,,,[('force', 0)]),(,11500,,,[('force', 0)]),(,10999,,,[('force', 0)]),(,10999,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,10999,,,[('force', 0)]),(,10000,,.,[('force', 0)])])
(7246,(2021,01,22,19,21,06),-1,[(,13800,,,[('force', 0)]),(,140000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,29999,,,[('force', 0)]),(,10999,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,11000,,,[('force', 0)]),(,9999,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,11000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,15999,,,[('force', 0)]),(,11500,,,[('force', 0)]),(,10999,,,[('force', 0)]),(,10999,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,10999,,,[('force', 0)]),(,10000,,.,[('force', 0)])])
(7246,(2021,01,22,19,21,06),-1,[(,13800,,,[('force', 0)]),(,140000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,29999,,,[('force', 0)]),(,10999,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,11000,,,[('force', 0)]),(,9999,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,11000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,15999,,,[('force', 0)]),(,11500,,,[('force', 0)]),(,10999,,,[('force', 0)]),(,10999,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,10999,,,[('force', 0)]),(,10000,,.,[('force', 0)])])
(7246,(2021,01,22,19,21,35),-1,[(,13800,,,[('force', 0)]),(,140000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,29999,,,[('force', 0)]),(,10999,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,11000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,11000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,15999,,,[('force', 0)]),(,11500,,,[('force', 0)]),(,10999,,,[('force', 0)]),(,10999,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,10999,,,[('force', 0)]),(,10000,,.,[('force', 0)])])
(7246,(2021,01,22,19,21,35),-1,[(,13800,,,[('force', 0)]),(,140000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,29999,,,[('force', 0)]),(,10999,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,11000,,,[('force', 0)]),(,9999,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,11000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,15999,,,[('force', 0)]),(,11500,,,[('force', 0)]),(,10999,,,[('force', 0)]),(,10999,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,10999,,,[('force', 0)]),(,10000,,.,[('force', 0)])])
(7246,(2021,01,22,19,21,35),-1,[(,13800,,,[('force', 0)]),(,140000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,29999,,,[('force', 0)]),(,10999,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,11000,,,[('force', 0)]),(,9999,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,11000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,15999,,,[('force', 0)]),(,11500,,,[('force', 0)]),(,10999,,,[('force', 0)]),(,10999,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,10999,,,[('force', 0)]),(,10000,,.,[('force', 0)])])
