(7137,(2021,01,22,18,25,14),-1,[(,119999,,,[('force', 0)]),(,99999,,.,[('force', 0)])])
(7137,(2021,01,22,18,25,14),-1,[(,119999,,,[('force', 0)]),(,99999,,.,[('force', 0)])])
(7137,(2021,01,22,18,25,14),-1,[(,119999,,,[('force', 0)]),(,99999,,.,[('force', 0)])])
(7137,(2021,01,22,18,25,14),-1,[(,119999,,,[('force', 0)]),(,99999,,.,[('force', 0)])])
(7137,(2021,01,22,18,25,14),-1,[(,119999,,,[('force', 0)]),(,99999,,.,[('force', 0)])])
(7137,(2021,01,22,18,25,14),-1,[(,119999,,,[('force', 0)]),(,99999,,.,[('force', 0)])])
(7137,(2021,01,22,18,25,14),-1,[(,119999,,,[('force', 0)]),(,99999,,.,[('force', 0)])])
(7137,(2021,01,22,18,25,37),-1,[(,119999,,,[('force', 0)]),(,99999,,.,[('force', 0)])])
(7137,(2021,01,22,18,25,37),-1,[(,119999,,,[('force', 0)]),(,99999,,.,[('force', 0)])])
(7137,(2021,01,22,18,25,37),-1,[(,119999,,,[('force', 0)]),(,99999,,.,[('force', 0)])])
(7137,(2021,01,22,18,25,37),-1,[(,119999,,,[('force', 0)]),(,99999,,.,[('force', 0)])])
(7137,(2021,01,22,18,25,37),-1,[(,119999,,,[('force', 0)]),(,99999,,.,[('force', 0)])])
(7137,(2021,01,22,18,25,37),-1,[(,119999,,,[('force', 0)]),(,99999,,.,[('force', 0)])])
(7137,(2021,01,22,18,25,37),-1,[(,119999,,,[('force', 0)]),(,99999,,.,[('force', 0)])])
