(8268,(2021,01,22,19,21,06),-1,[(,3333333,,,[('force', 0)]),(,6999999,,.,[('force', 0)])])
(8268,(2021,01,22,19,21,06),-1,[(,3333333,,,[('force', 0)]),(,6999999,,.,[('force', 0)])])
(8268,(2021,01,22,19,21,06),-1,[(,3333333,,,[('force', 0)]),(,6999999,,.,[('force', 0)])])
(8268,(2021,01,22,19,21,06),-1,[(,3333333,,,[('force', 0)]),(,6999999,,.,[('force', 0)])])
(8268,(2021,01,22,19,21,06),-1,[(,3333333,,,[('force', 0)]),(,6999999,,.,[('force', 0)])])
(8268,(2021,01,22,19,21,06),-1,[(,3333333,,,[('force', 0)]),(,6999999,,.,[('force', 0)])])
(8268,(2021,01,22,19,21,06),-1,[(,3333333,,,[('force', 0)]),(,6999999,,.,[('force', 0)])])
(8268,(2021,01,22,19,21,06),-1,[(,3333333,,,[('force', 0)]),(,6999999,,.,[('force', 0)])])
(8268,(2021,01,22,19,21,35),-1,[(,3333333,,,[('force', 0)]),(,6999999,,.,[('force', 0)])])
(8268,(2021,01,22,19,21,35),-1,[(,3333333,,,[('force', 0)]),(,6999999,,.,[('force', 0)])])
(8268,(2021,01,22,19,21,35),-1,[(,3333333,,,[('force', 0)]),(,6999999,,.,[('force', 0)])])
(8268,(2021,01,22,19,21,35),-1,[(,3333333,,,[('force', 0)]),(,6999999,,.,[('force', 0)])])
(8268,(2021,01,22,19,21,35),-1,[(,3333333,,,[('force', 0)]),(,6999999,,.,[('force', 0)])])
(8268,(2021,01,22,19,21,35),-1,[(,3333333,,,[('force', 0)]),(,6999999,,.,[('force', 0)])])
(8268,(2021,01,22,19,21,35),-1,[(,3333333,,,[('force', 0)]),(,6999999,,.,[('force', 0)])])
(8268,(2021,01,22,19,21,35),-1,[(,3333333,,,[('force', 0)]),(,6999999,,.,[('force', 0)])])
