(9168,(2021,01,22,18,25,14),-1,[(,105000,,,[('force', 0)]),(,150000,,,[('force', 0)]),(,14999012,,,[('force', 0)]),(,100000,,,[('force', 0)]),(,50000,,,[('force', 0)]),(,65000,,,[('force', 0)]),(,70000,,,[('force', 0)]),(,250000,,,[('force', 0)]),(,70000,,,[('force', 0)]),(,70000,,,[('force', 0)]),(,32500,,.,[('force', 0)])])
(9168,(2021,01,22,18,25,14),-1,[(,105000,,,[('force', 0)]),(,150000,,,[('force', 0)]),(,14999012,,,[('force', 0)]),(,100000,,,[('force', 0)]),(,50000,,,[('force', 0)]),(,65000,,,[('force', 0)]),(,70000,,,[('force', 0)]),(,250000,,,[('force', 0)]),(,70000,,,[('force', 0)]),(,70000,,,[('force', 0)]),(,32500,,.,[('force', 0)])])
(9168,(2021,01,22,18,25,14),-1,[(,105000,,,[('force', 0)]),(,150000,,,[('force', 0)]),(,14999012,,,[('force', 0)]),(,100000,,,[('force', 0)]),(,50000,,,[('force', 0)]),(,65000,,,[('force', 0)]),(,70000,,,[('force', 0)]),(,250000,,,[('force', 0)]),(,70000,,,[('force', 0)]),(,70000,,,[('force', 0)]),(,32500,,.,[('force', 0)])])
(9168,(2021,01,22,18,25,14),-1,[(,105000,,,[('force', 0)]),(,150000,,,[('force', 0)]),(,14999012,,,[('force', 0)]),(,100000,,,[('force', 0)]),(,50000,,,[('force', 0)]),(,65000,,,[('force', 0)]),(,70000,,,[('force', 0)]),(,250000,,,[('force', 0)]),(,70000,,,[('force', 0)]),(,70000,,,[('force', 0)]),(,32500,,.,[('force', 0)])])
(9168,(2021,01,22,18,25,14),-1,[(,105000,,,[('force', 0)]),(,150000,,,[('force', 0)]),(,14999012,,,[('force', 0)]),(,100000,,,[('force', 0)]),(,50000,,,[('force', 0)]),(,65000,,,[('force', 0)]),(,70000,,,[('force', 0)]),(,250000,,,[('force', 0)]),(,70000,,,[('force', 0)]),(,70000,,,[('force', 0)]),(,32500,,.,[('force', 0)])])
(9168,(2021,01,22,18,25,14),-1,[(,105000,,,[('force', 0)]),(,150000,,,[('force', 0)]),(,14999012,,,[('force', 0)]),(,100000,,,[('force', 0)]),(,50000,,,[('force', 0)]),(,65000,,,[('force', 0)]),(,70000,,,[('force', 0)]),(,250000,,,[('force', 0)]),(,70000,,,[('force', 0)]),(,70000,,,[('force', 0)]),(,32500,,.,[('force', 0)])])
(9168,(2021,01,22,18,25,14),-1,[(,105000,,,[('force', 0)]),(,150000,,,[('force', 0)]),(,14999012,,,[('force', 0)]),(,100000,,,[('force', 0)]),(,50000,,,[('force', 0)]),(,65000,,,[('force', 0)]),(,70000,,,[('force', 0)]),(,250000,,,[('force', 0)]),(,70000,,,[('force', 0)]),(,70000,,,[('force', 0)]),(,32500,,.,[('force', 0)])])
(9168,(2021,01,22,18,25,37),-1,[(,105000,,,[('force', 0)]),(,150000,,,[('force', 0)]),(,14999012,,,[('force', 0)]),(,100000,,,[('force', 0)]),(,50000,,,[('force', 0)]),(,65000,,,[('force', 0)]),(,70000,,,[('force', 0)]),(,250000,,,[('force', 0)]),(,70000,,,[('force', 0)]),(,70000,,,[('force', 0)]),(,32500,,.,[('force', 0)])])
(9168,(2021,01,22,18,25,37),-1,[(,105000,,,[('force', 0)]),(,150000,,,[('force', 0)]),(,14999012,,,[('force', 0)]),(,100000,,,[('force', 0)]),(,50000,,,[('force', 0)]),(,65000,,,[('force', 0)]),(,70000,,,[('force', 0)]),(,250000,,,[('force', 0)]),(,70000,,,[('force', 0)]),(,70000,,,[('force', 0)]),(,32500,,.,[('force', 0)])])
(9168,(2021,01,22,18,25,37),-1,[(,105000,,,[('force', 0)]),(,150000,,,[('force', 0)]),(,14999012,,,[('force', 0)]),(,100000,,,[('force', 0)]),(,50000,,,[('force', 0)]),(,65000,,,[('force', 0)]),(,70000,,,[('force', 0)]),(,250000,,,[('force', 0)]),(,70000,,,[('force', 0)]),(,70000,,,[('force', 0)]),(,32500,,.,[('force', 0)])])
