(8287,(2021,01,22,19,21,06),-1,[(,2444401,,,[('force', 0)]),(,2300000,,,[('force', 0)]),(,119999999,,.,[('force', 0)])])
(8287,(2021,01,22,19,21,06),-1,[(,2444401,,,[('force', 0)]),(,2300000,,,[('force', 0)]),(,119999999,,.,[('force', 0)])])
(8287,(2021,01,22,19,21,06),-1,[(,2444401,,,[('force', 0)]),(,2300000,,,[('force', 0)]),(,119999999,,.,[('force', 0)])])
(8287,(2021,01,22,19,21,06),-1,[(,2444401,,,[('force', 0)]),(,2300000,,,[('force', 0)]),(,119999999,,.,[('force', 0)])])
(8287,(2021,01,22,19,21,06),-1,[(,2444401,,,[('force', 0)]),(,2300000,,,[('force', 0)]),(,119999999,,.,[('force', 0)])])
(8287,(2021,01,22,19,21,06),-1,[(,2444401,,,[('force', 0)]),(,2300000,,,[('force', 0)]),(,119999999,,.,[('force', 0)])])
(8287,(2021,01,22,19,21,06),-1,[(,2444401,,,[('force', 0)]),(,2300000,,,[('force', 0)]),(,119999999,,.,[('force', 0)])])
(8287,(2021,01,22,19,21,35),-1,[(,2444401,,,[('force', 0)]),(,2300000,,,[('force', 0)]),(,119999999,,.,[('force', 0)])])
(8287,(2021,01,22,19,21,35),-1,[(,2444401,,,[('force', 0)]),(,2300000,,,[('force', 0)]),(,119999999,,.,[('force', 0)])])
(8287,(2021,01,22,19,21,35),-1,[(,2444401,,,[('force', 0)]),(,2300000,,,[('force', 0)]),(,119999999,,.,[('force', 0)])])
(8287,(2021,01,22,19,21,35),-1,[(,2444401,,,[('force', 0)]),(,2300000,,,[('force', 0)]),(,119999999,,.,[('force', 0)])])
(8287,(2021,01,22,19,21,35),-1,[(,2444401,,,[('force', 0)]),(,2300000,,,[('force', 0)]),(,119999999,,.,[('force', 0)])])
(8287,(2021,01,22,19,21,35),-1,[(,2444401,,,[('force', 0)]),(,2300000,,,[('force', 0)]),(,119999999,,.,[('force', 0)])])
(8287,(2021,01,22,19,21,35),-1,[(,2444401,,,[('force', 0)]),(,2300000,,,[('force', 0)]),(,119999999,,.,[('force', 0)])])
(8287,(2021,01,22,19,24,09),-1,[(,2444401,,,[('force', 0)]),(,2300000,,,[('force', 0)]),(,119999999,,.,[('force', 0)])])
(8287,(2021,01,22,19,24,09),-1,[(,2444401,,,[('force', 0)]),(,2300000,,,[('force', 0)]),(,119999999,,.,[('force', 0)])])
(8287,(2021,01,22,19,24,09),-1,[(,2444401,,,[('force', 0)]),(,2300000,,,[('force', 0)]),(,119999999,,.,[('force', 0)])])
(8287,(2021,01,22,19,24,09),-1,[(,2444401,,,[('force', 0)]),(,2300000,,,[('force', 0)]),(,119999999,,.,[('force', 0)])])
(8287,(2021,01,22,19,24,09),-1,[(,2444401,,,[('force', 0)]),(,2300000,,,[('force', 0)]),(,119999999,,.,[('force', 0)])])
(8287,(2021,01,22,19,24,09),-1,[(,2444401,,,[('force', 0)]),(,2300000,,,[('force', 0)]),(,119999999,,.,[('force', 0)])])
(8287,(2021,01,22,19,24,09),-1,[(,2444401,,,[('force', 0)]),(,2300000,,,[('force', 0)]),(,119999999,,.,[('force', 0)])])
