(8699,(2021,01,22,19,21,06),-1,[(,1700000,,,[('force', 0)]),(,2300000,,,[('force', 0)]),(,1695000,,,[('force', 0)]),(,1695000,,.,[('force', 0)])])
(8699,(2021,01,22,19,21,06),-1,[(,1700000,,,[('force', 0)]),(,2300000,,,[('force', 0)]),(,1695000,,,[('force', 0)]),(,1695000,,.,[('force', 0)])])
(8699,(2021,01,22,19,21,06),-1,[(,1700000,,,[('force', 0)]),(,2300000,,,[('force', 0)]),(,1695000,,,[('force', 0)]),(,1695000,,.,[('force', 0)])])
(8699,(2021,01,22,19,21,06),-1,[(,1700000,,,[('force', 0)]),(,2300000,,,[('force', 0)]),(,1695000,,,[('force', 0)]),(,1695000,,.,[('force', 0)])])
(8699,(2021,01,22,19,21,06),-1,[(,1700000,,,[('force', 0)]),(,2300000,,,[('force', 0)]),(,1695000,,,[('force', 0)]),(,1695000,,.,[('force', 0)])])
(8699,(2021,01,22,19,21,06),-1,[(,1700000,,,[('force', 0)]),(,2300000,,,[('force', 0)]),(,1695000,,,[('force', 0)]),(,1695000,,.,[('force', 0)])])
(8699,(2021,01,22,19,21,06),-1,[(,1700000,,,[('force', 0)]),(,2300000,,,[('force', 0)]),(,1695000,,,[('force', 0)]),(,1695000,,.,[('force', 0)])])
(8699,(2021,01,22,19,21,35),-1,[(,1700000,,,[('force', 0)]),(,2300000,,,[('force', 0)]),(,1695000,,,[('force', 0)]),(,1695000,,.,[('force', 0)])])
(8699,(2021,01,22,19,21,35),-1,[(,1700000,,,[('force', 0)]),(,2300000,,,[('force', 0)]),(,1695000,,,[('force', 0)]),(,1695000,,.,[('force', 0)])])
(8699,(2021,01,22,19,21,35),-1,[(,1700000,,,[('force', 0)]),(,2300000,,,[('force', 0)]),(,1695000,,,[('force', 0)]),(,1695000,,.,[('force', 0)])])
(8699,(2021,01,22,19,21,35),-1,[(,1700000,,,[('force', 0)]),(,2300000,,,[('force', 0)]),(,1695000,,,[('force', 0)]),(,1695000,,.,[('force', 0)])])
(8699,(2021,01,22,19,21,35),-1,[(,1700000,,,[('force', 0)]),(,2300000,,,[('force', 0)]),(,1695000,,,[('force', 0)]),(,1695000,,.,[('force', 0)])])
(8699,(2021,01,22,19,21,35),-1,[(,1700000,,,[('force', 0)]),(,2300000,,,[('force', 0)]),(,1695000,,,[('force', 0)]),(,1695000,,.,[('force', 0)])])
(8699,(2021,01,22,19,21,35),-1,[(,1700000,,,[('force', 0)]),(,2300000,,,[('force', 0)]),(,1695000,,,[('force', 0)]),(,1695000,,.,[('force', 0)])])
