(9152,(2021,01,22,18,25,14),-1,[(,900000,,,[('force', 0)]),(,14999999,,,[('force', 0)]),(,330000,,,[('force', 0)]),(,300000,,,[('force', 0)]),(,105000,,,[('force', 0)]),(,450000,,,[('force', 0)]),(,300000,,,[('force', 0)]),(,110000,,.,[('force', 0)])])
(9152,(2021,01,22,18,25,14),-1,[(,900000,,,[('force', 0)]),(,14999999,,,[('force', 0)]),(,330000,,,[('force', 0)]),(,300000,,,[('force', 0)]),(,105000,,,[('force', 0)]),(,450000,,,[('force', 0)]),(,300000,,,[('force', 0)]),(,110000,,.,[('force', 0)])])
(9152,(2021,01,22,18,25,14),-1,[(,900000,,,[('force', 0)]),(,14999999,,,[('force', 0)]),(,330000,,,[('force', 0)]),(,300000,,,[('force', 0)]),(,105000,,,[('force', 0)]),(,450000,,,[('force', 0)]),(,300000,,,[('force', 0)]),(,110000,,.,[('force', 0)])])
(9152,(2021,01,22,18,25,14),-1,[(,900000,,,[('force', 0)]),(,14999999,,,[('force', 0)]),(,330000,,,[('force', 0)]),(,300000,,,[('force', 0)]),(,105000,,,[('force', 0)]),(,450000,,,[('force', 0)]),(,300000,,,[('force', 0)]),(,110000,,.,[('force', 0)])])
(9152,(2021,01,22,18,25,14),-1,[(,900000,,,[('force', 0)]),(,14999999,,,[('force', 0)]),(,330000,,,[('force', 0)]),(,300000,,,[('force', 0)]),(,105000,,,[('force', 0)]),(,450000,,,[('force', 0)]),(,300000,,,[('force', 0)]),(,110000,,.,[('force', 0)])])
(9152,(2021,01,22,18,25,14),-1,[(,900000,,,[('force', 0)]),(,14999999,,,[('force', 0)]),(,330000,,,[('force', 0)]),(,300000,,,[('force', 0)]),(,105000,,,[('force', 0)]),(,450000,,,[('force', 0)]),(,300000,,,[('force', 0)]),(,110000,,.,[('force', 0)])])
(9152,(2021,01,22,18,25,14),-1,[(,900000,,,[('force', 0)]),(,14999999,,,[('force', 0)]),(,330000,,,[('force', 0)]),(,300000,,,[('force', 0)]),(,105000,,,[('force', 0)]),(,450000,,,[('force', 0)]),(,300000,,,[('force', 0)]),(,110000,,.,[('force', 0)])])
(9152,(2021,01,22,18,25,14),-1,[(,900000,,,[('force', 0)]),(,14999999,,,[('force', 0)]),(,330000,,,[('force', 0)]),(,300000,,,[('force', 0)]),(,105000,,,[('force', 0)]),(,450000,,,[('force', 0)]),(,300000,,,[('force', 0)]),(,110000,,.,[('force', 0)])])
(9152,(2021,01,22,18,25,37),-1,[(,900000,,,[('force', 0)]),(,14999999,,,[('force', 0)]),(,330000,,,[('force', 0)]),(,300000,,,[('force', 0)]),(,105000,,,[('force', 0)]),(,450000,,,[('force', 0)]),(,300000,,,[('force', 0)]),(,110000,,.,[('force', 0)])])
(9152,(2021,01,22,18,25,37),-1,[(,900000,,,[('force', 0)]),(,14999999,,,[('force', 0)]),(,330000,,,[('force', 0)]),(,300000,,,[('force', 0)]),(,105000,,,[('force', 0)]),(,450000,,,[('force', 0)]),(,300000,,,[('force', 0)]),(,110000,,.,[('force', 0)])])
(9152,(2021,01,22,18,25,37),-1,[(,900000,,,[('force', 0)]),(,14999999,,,[('force', 0)]),(,330000,,,[('force', 0)]),(,300000,,,[('force', 0)]),(,105000,,,[('force', 0)]),(,450000,,,[('force', 0)]),(,300000,,,[('force', 0)]),(,110000,,.,[('force', 0)])])
(9152,(2021,01,22,18,25,37),-1,[(,900000,,,[('force', 0)]),(,14999999,,,[('force', 0)]),(,330000,,,[('force', 0)]),(,300000,,,[('force', 0)]),(,105000,,,[('force', 0)]),(,450000,,,[('force', 0)]),(,300000,,,[('force', 0)]),(,110000,,.,[('force', 0)])])
(9152,(2021,01,22,18,25,37),-1,[(,900000,,,[('force', 0)]),(,14999999,,,[('force', 0)]),(,330000,,,[('force', 0)]),(,300000,,,[('force', 0)]),(,105000,,,[('force', 0)]),(,450000,,,[('force', 0)]),(,300000,,,[('force', 0)]),(,110000,,.,[('force', 0)])])
(9152,(2021,01,22,18,25,37),-1,[(,900000,,,[('force', 0)]),(,14999999,,,[('force', 0)]),(,330000,,,[('force', 0)]),(,300000,,,[('force', 0)]),(,105000,,,[('force', 0)]),(,450000,,,[('force', 0)]),(,300000,,,[('force', 0)]),(,110000,,.,[('force', 0)])])
(9152,(2021,01,22,18,25,37),-1,[(,900000,,,[('force', 0)]),(,14999999,,,[('force', 0)]),(,330000,,,[('force', 0)]),(,300000,,,[('force', 0)]),(,105000,,,[('force', 0)]),(,450000,,,[('force', 0)]),(,300000,,,[('force', 0)]),(,110000,,.,[('force', 0)])])
(9152,(2021,01,22,18,25,37),-1,[(,900000,,,[('force', 0)]),(,14999999,,,[('force', 0)]),(,330000,,,[('force', 0)]),(,300000,,,[('force', 0)]),(,105000,,,[('force', 0)]),(,450000,,,[('force', 0)]),(,300000,,,[('force', 0)]),(,110000,,.,[('force', 0)])])
