(7221,(2021,01,22,19,21,06),-1,[(,3500000,,,[('force', 0)]),(,3199999,,,[('force', 0)]),(,2999999,,,[('force', 0)]),(,3599999,,,[('force', 0)]),(,4500000,,,[('force', 0)]),(,2900000,,.,[('force', 0)])])
(7221,(2021,01,22,19,21,06),-1,[(,3500000,,,[('force', 0)]),(,3199999,,,[('force', 0)]),(,2999999,,,[('force', 0)]),(,3599999,,,[('force', 0)]),(,4500000,,,[('force', 0)]),(,2900000,,.,[('force', 0)])])
(7221,(2021,01,22,19,21,06),-1,[(,3500000,,,[('force', 0)]),(,3199999,,,[('force', 0)]),(,2999999,,,[('force', 0)]),(,3599999,,,[('force', 0)]),(,4500000,,,[('force', 0)]),(,2900000,,.,[('force', 0)])])
(7221,(2021,01,22,19,21,06),-1,[(,3500000,,,[('force', 0)]),(,3199999,,,[('force', 0)]),(,2999999,,,[('force', 0)]),(,3599999,,,[('force', 0)]),(,4500000,,,[('force', 0)]),(,2900000,,.,[('force', 0)])])
(7221,(2021,01,22,19,21,06),-1,[(,3500000,,,[('force', 0)]),(,3199999,,,[('force', 0)]),(,2999999,,,[('force', 0)]),(,3599999,,,[('force', 0)]),(,4500000,,,[('force', 0)]),(,2900000,,.,[('force', 0)])])
(7221,(2021,01,22,19,21,06),-1,[(,3500000,,,[('force', 0)]),(,3199999,,,[('force', 0)]),(,2999999,,,[('force', 0)]),(,3599999,,,[('force', 0)]),(,4500000,,,[('force', 0)]),(,2900000,,.,[('force', 0)])])
(7221,(2021,01,22,19,21,06),-1,[(,3500000,,,[('force', 0)]),(,3199999,,,[('force', 0)]),(,2999999,,,[('force', 0)]),(,3599999,,,[('force', 0)]),(,4500000,,,[('force', 0)]),(,2900000,,.,[('force', 0)])])
(7221,(2021,01,22,19,21,06),-1,[(,3500000,,,[('force', 0)]),(,3199999,,,[('force', 0)]),(,2999999,,,[('force', 0)]),(,3599999,,,[('force', 0)]),(,4500000,,,[('force', 0)]),(,2900000,,.,[('force', 0)])])
(7221,(2021,01,22,19,21,35),-1,[(,3500000,,,[('force', 0)]),(,3199999,,,[('force', 0)]),(,2999999,,,[('force', 0)]),(,3599999,,,[('force', 0)]),(,4500000,,,[('force', 0)]),(,2900000,,.,[('force', 0)])])
(7221,(2021,01,22,19,21,35),-1,[(,3500000,,,[('force', 0)]),(,3199999,,,[('force', 0)]),(,2999999,,,[('force', 0)]),(,3599999,,,[('force', 0)]),(,4500000,,,[('force', 0)]),(,2900000,,.,[('force', 0)])])
(7221,(2021,01,22,19,21,35),-1,[(,3500000,,,[('force', 0)]),(,3199999,,,[('force', 0)]),(,2999999,,,[('force', 0)]),(,3599999,,,[('force', 0)]),(,4500000,,,[('force', 0)]),(,2900000,,.,[('force', 0)])])
(7221,(2021,01,22,19,21,35),-1,[(,3500000,,,[('force', 0)]),(,3199999,,,[('force', 0)]),(,2999999,,,[('force', 0)]),(,3599999,,,[('force', 0)]),(,4500000,,,[('force', 0)]),(,2900000,,.,[('force', 0)])])
(7221,(2021,01,22,19,21,35),-1,[(,3500000,,,[('force', 0)]),(,3199999,,,[('force', 0)]),(,2999999,,,[('force', 0)]),(,3599999,,,[('force', 0)]),(,4500000,,,[('force', 0)]),(,2900000,,.,[('force', 0)])])
(7221,(2021,01,22,19,21,35),-1,[(,3500000,,,[('force', 0)]),(,3199999,,,[('force', 0)]),(,2999999,,,[('force', 0)]),(,3599999,,,[('force', 0)]),(,4500000,,,[('force', 0)]),(,2900000,,.,[('force', 0)])])
(7221,(2021,01,22,19,21,35),-1,[(,3500000,,,[('force', 0)]),(,3199999,,,[('force', 0)]),(,2999999,,,[('force', 0)]),(,3599999,,,[('force', 0)]),(,4500000,,,[('force', 0)]),(,2900000,,.,[('force', 0)])])
(7221,(2021,01,22,19,21,35),-1,[(,3500000,,,[('force', 0)]),(,3199999,,,[('force', 0)]),(,2999999,,,[('force', 0)]),(,3599999,,,[('force', 0)]),(,4500000,,,[('force', 0)]),(,2900000,,.,[('force', 0)])])
