(1499,(2021,01,22,18,25,14),-1,[(,80000,,,[('force', 0)]),(,80000,,,[('force', 0)]),(,80000,,,[('force', 0)]),(,79999,,,[('force', 0)]),(,79999,,,[('force', 0)]),(,399999,,,[('force', 0)]),(,80000,,,[('force', 0)]),(,79999,,,[('force', 0)]),(,80000,,,[('force', 0)]),(,80000,,,[('force', 0)]),(,79999,,,[('force', 0)]),(,80000,,,[('force', 0)]),(,80000,,.,[('force', 0)])])
(1499,(2021,01,22,18,25,14),-1,[(,80000,,,[('force', 0)]),(,80000,,,[('force', 0)]),(,80000,,,[('force', 0)]),(,79999,,,[('force', 0)]),(,79999,,,[('force', 0)]),(,399999,,,[('force', 0)]),(,80000,,,[('force', 0)]),(,79999,,,[('force', 0)]),(,80000,,,[('force', 0)]),(,80000,,,[('force', 0)]),(,79999,,,[('force', 0)]),(,80000,,,[('force', 0)]),(,80000,,.,[('force', 0)])])
(1499,(2021,01,22,18,25,14),-1,[(,80000,,,[('force', 0)]),(,80000,,,[('force', 0)]),(,80000,,,[('force', 0)]),(,79999,,,[('force', 0)]),(,79999,,,[('force', 0)]),(,399999,,,[('force', 0)]),(,80000,,,[('force', 0)]),(,79999,,,[('force', 0)]),(,80000,,,[('force', 0)]),(,80000,,,[('force', 0)]),(,79999,,,[('force', 0)]),(,80000,,,[('force', 0)]),(,80000,,.,[('force', 0)])])
(1499,(2021,01,22,18,25,14),-1,[(,80000,,,[('force', 0)]),(,80000,,,[('force', 0)]),(,80000,,,[('force', 0)]),(,79999,,,[('force', 0)]),(,79999,,,[('force', 0)]),(,399999,,,[('force', 0)]),(,80000,,,[('force', 0)]),(,79999,,,[('force', 0)]),(,80000,,,[('force', 0)]),(,80000,,,[('force', 0)]),(,79999,,,[('force', 0)]),(,80000,,,[('force', 0)]),(,80000,,.,[('force', 0)])])
(1499,(2021,01,22,18,25,14),-1,[(,80000,,,[('force', 0)]),(,80000,,,[('force', 0)]),(,80000,,,[('force', 0)]),(,79999,,,[('force', 0)]),(,79999,,,[('force', 0)]),(,399999,,,[('force', 0)]),(,80000,,,[('force', 0)]),(,79999,,,[('force', 0)]),(,80000,,,[('force', 0)]),(,80000,,,[('force', 0)]),(,79999,,,[('force', 0)]),(,80000,,,[('force', 0)]),(,80000,,.,[('force', 0)])])
(1499,(2021,01,22,18,25,14),-1,[(,80000,,,[('force', 0)]),(,80000,,,[('force', 0)]),(,80000,,,[('force', 0)]),(,79999,,,[('force', 0)]),(,79999,,,[('force', 0)]),(,399999,,,[('force', 0)]),(,80000,,,[('force', 0)]),(,79999,,,[('force', 0)]),(,80000,,,[('force', 0)]),(,80000,,,[('force', 0)]),(,79999,,,[('force', 0)]),(,80000,,,[('force', 0)]),(,80000,,.,[('force', 0)])])
(1499,(2021,01,22,18,25,14),-1,[(,80000,,,[('force', 0)]),(,80000,,,[('force', 0)]),(,80000,,,[('force', 0)]),(,79999,,,[('force', 0)]),(,79999,,,[('force', 0)]),(,399999,,,[('force', 0)]),(,80000,,,[('force', 0)]),(,79999,,,[('force', 0)]),(,80000,,,[('force', 0)]),(,80000,,,[('force', 0)]),(,79999,,,[('force', 0)]),(,80000,,,[('force', 0)]),(,80000,,.,[('force', 0)])])
(1499,(2021,01,22,18,25,14),-1,[(,80000,,,[('force', 0)]),(,80000,,,[('force', 0)]),(,80000,,,[('force', 0)]),(,79999,,,[('force', 0)]),(,79999,,,[('force', 0)]),(,399999,,,[('force', 0)]),(,80000,,,[('force', 0)]),(,79999,,,[('force', 0)]),(,80000,,,[('force', 0)]),(,80000,,,[('force', 0)]),(,79999,,,[('force', 0)]),(,80000,,,[('force', 0)]),(,80000,,.,[('force', 0)])])
(1499,(2021,01,22,18,25,37),-1,[(,80000,,,[('force', 0)]),(,80000,,,[('force', 0)]),(,80000,,,[('force', 0)]),(,79999,,,[('force', 0)]),(,79999,,,[('force', 0)]),(,399999,,,[('force', 0)]),(,80000,,,[('force', 0)]),(,79999,,,[('force', 0)]),(,80000,,,[('force', 0)]),(,80000,,,[('force', 0)]),(,79999,,,[('force', 0)]),(,80000,,,[('force', 0)]),(,80000,,.,[('force', 0)])])
(1499,(2021,01,22,18,25,37),-1,[(,80000,,,[('force', 0)]),(,80000,,,[('force', 0)]),(,80000,,,[('force', 0)]),(,79999,,,[('force', 0)]),(,79999,,,[('force', 0)]),(,399999,,,[('force', 0)]),(,80000,,,[('force', 0)]),(,79999,,,[('force', 0)]),(,80000,,,[('force', 0)]),(,80000,,,[('force', 0)]),(,79999,,,[('force', 0)]),(,80000,,,[('force', 0)]),(,80000,,.,[('force', 0)])])
