(6500,(2021,01,22,19,21,06),-1,[(,160000,,,[('force', 0)]),(,160000,,,[('force', 0)]),(,160000,,,[('force', 0)]),(,115000,,,[('force', 0)]),(,115000,,,[('force', 0)]),(,120000,,,[('force', 0)]),(,160000,,,[('force', 0)]),(,160000,,,[('force', 0)]),(,160000,,,[('force', 0)]),(,160000,,,[('force', 0)]),(,160000,,,[('force', 0)]),(,160000,,,[('force', 0)]),(,160000,,,[('force', 0)]),(,100000,,,[('force', 0)]),(,399999,,.,[('force', 0)])])
(6500,(2021,01,22,19,21,06),-1,[(,160000,,,[('force', 0)]),(,160000,,,[('force', 0)]),(,160000,,,[('force', 0)]),(,115000,,,[('force', 0)]),(,115000,,,[('force', 0)]),(,120000,,,[('force', 0)]),(,160000,,,[('force', 0)]),(,160000,,,[('force', 0)]),(,160000,,,[('force', 0)]),(,160000,,,[('force', 0)]),(,160000,,,[('force', 0)]),(,160000,,,[('force', 0)]),(,160000,,,[('force', 0)]),(,100000,,,[('force', 0)]),(,399999,,.,[('force', 0)])])
(6500,(2021,01,22,19,21,06),-1,[(,160000,,,[('force', 0)]),(,160000,,,[('force', 0)]),(,160000,,,[('force', 0)]),(,115000,,,[('force', 0)]),(,120000,,,[('force', 0)]),(,160000,,,[('force', 0)]),(,160000,,,[('force', 0)]),(,160000,,,[('force', 0)]),(,160000,,,[('force', 0)]),(,160000,,,[('force', 0)]),(,160000,,,[('force', 0)]),(,160000,,,[('force', 0)]),(,100000,,,[('force', 0)]),(,399999,,.,[('force', 0)])])
(6500,(2021,01,22,19,21,06),-1,[(,160000,,,[('force', 0)]),(,160000,,,[('force', 0)]),(,160000,,,[('force', 0)]),(,115000,,,[('force', 0)]),(,120000,,,[('force', 0)]),(,160000,,,[('force', 0)]),(,160000,,,[('force', 0)]),(,160000,,,[('force', 0)]),(,160000,,,[('force', 0)]),(,160000,,,[('force', 0)]),(,160000,,,[('force', 0)]),(,160000,,,[('force', 0)]),(,100000,,,[('force', 0)]),(,399999,,.,[('force', 0)])])
(6500,(2021,01,22,19,21,06),-1,[(,160000,,,[('force', 0)]),(,160000,,,[('force', 0)]),(,160000,,,[('force', 0)]),(,115000,,,[('force', 0)]),(,120000,,,[('force', 0)]),(,160000,,,[('force', 0)]),(,160000,,,[('force', 0)]),(,160000,,,[('force', 0)]),(,160000,,,[('force', 0)]),(,160000,,,[('force', 0)]),(,160000,,,[('force', 0)]),(,100000,,,[('force', 0)]),(,399999,,.,[('force', 0)])])
(6500,(2021,01,22,19,21,06),-1,[(,160000,,,[('force', 0)]),(,160000,,,[('force', 0)]),(,159999,,,[('force', 0)]),(,160000,,,[('force', 0)]),(,115000,,,[('force', 0)]),(,120000,,,[('force', 0)]),(,160000,,,[('force', 0)]),(,160000,,,[('force', 0)]),(,160000,,,[('force', 0)]),(,160000,,,[('force', 0)]),(,160000,,,[('force', 0)]),(,160000,,,[('force', 0)]),(,100000,,,[('force', 0)]),(,399999,,.,[('force', 0)])])
(6500,(2021,01,22,19,21,06),-1,[(,160000,,,[('force', 0)]),(,160000,,,[('force', 0)]),(,159999,,,[('force', 0)]),(,160000,,,[('force', 0)]),(,115000,,,[('force', 0)]),(,120000,,,[('force', 0)]),(,160000,,,[('force', 0)]),(,160000,,,[('force', 0)]),(,160000,,,[('force', 0)]),(,160000,,,[('force', 0)]),(,160000,,,[('force', 0)]),(,160000,,,[('force', 0)]),(,100000,,,[('force', 0)]),(,399999,,.,[('force', 0)])])
(6500,(2021,01,22,19,21,35),-1,[(,160000,,,[('force', 0)]),(,160000,,,[('force', 0)]),(,160000,,,[('force', 0)]),(,115000,,,[('force', 0)]),(,115000,,,[('force', 0)]),(,120000,,,[('force', 0)]),(,160000,,,[('force', 0)]),(,160000,,,[('force', 0)]),(,160000,,,[('force', 0)]),(,160000,,,[('force', 0)]),(,160000,,,[('force', 0)]),(,160000,,,[('force', 0)]),(,160000,,,[('force', 0)]),(,100000,,,[('force', 0)]),(,399999,,.,[('force', 0)])])
(6500,(2021,01,22,19,21,35),-1,[(,160000,,,[('force', 0)]),(,160000,,,[('force', 0)]),(,160000,,,[('force', 0)]),(,115000,,,[('force', 0)]),(,115000,,,[('force', 0)]),(,120000,,,[('force', 0)]),(,160000,,,[('force', 0)]),(,160000,,,[('force', 0)]),(,160000,,,[('force', 0)]),(,160000,,,[('force', 0)]),(,160000,,,[('force', 0)]),(,160000,,,[('force', 0)]),(,160000,,,[('force', 0)]),(,100000,,,[('force', 0)]),(,399999,,.,[('force', 0)])])
(6500,(2021,01,22,19,21,35),-1,[(,160000,,,[('force', 0)]),(,160000,,,[('force', 0)]),(,160000,,,[('force', 0)]),(,115000,,,[('force', 0)]),(,120000,,,[('force', 0)]),(,160000,,,[('force', 0)]),(,160000,,,[('force', 0)]),(,160000,,,[('force', 0)]),(,160000,,,[('force', 0)]),(,160000,,,[('force', 0)]),(,160000,,,[('force', 0)]),(,160000,,,[('force', 0)]),(,100000,,,[('force', 0)]),(,399999,,.,[('force', 0)])])
(6500,(2021,01,22,19,21,35),-1,[(,160000,,,[('force', 0)]),(,160000,,,[('force', 0)]),(,160000,,,[('force', 0)]),(,115000,,,[('force', 0)]),(,120000,,,[('force', 0)]),(,160000,,,[('force', 0)]),(,160000,,,[('force', 0)]),(,160000,,,[('force', 0)]),(,160000,,,[('force', 0)]),(,160000,,,[('force', 0)]),(,160000,,,[('force', 0)]),(,160000,,,[('force', 0)]),(,100000,,,[('force', 0)]),(,399999,,.,[('force', 0)])])
(6500,(2021,01,22,19,21,35),-1,[(,160000,,,[('force', 0)]),(,160000,,,[('force', 0)]),(,160000,,,[('force', 0)]),(,115000,,,[('force', 0)]),(,120000,,,[('force', 0)]),(,160000,,,[('force', 0)]),(,160000,,,[('force', 0)]),(,160000,,,[('force', 0)]),(,160000,,,[('force', 0)]),(,160000,,,[('force', 0)]),(,160000,,,[('force', 0)]),(,100000,,,[('force', 0)]),(,399999,,.,[('force', 0)])])
