(2445,(2021,01,22,19,21,06),-1,[(,25555,,,[('force', 0)]),(,11000,,,[('force', 0)]),(,25000,,,[('force', 0)]),(,18000,,,[('force', 0)]),(,24000,,,[('force', 0)]),(,20000,,,[('force', 0)]),(,25000,,,[('force', 0)]),(,19000,,,[('force', 0)]),(,9999,,,[('force', 0)]),(,19999,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,15999,,,[('force', 0)]),(,15000,,.,[('force', 0)])])
(2445,(2021,01,22,19,21,06),-1,[(,25555,,,[('force', 0)]),(,11000,,,[('force', 0)]),(,25000,,,[('force', 0)]),(,18000,,,[('force', 0)]),(,24000,,,[('force', 0)]),(,20000,,,[('force', 0)]),(,25000,,,[('force', 0)]),(,19000,,,[('force', 0)]),(,9999,,,[('force', 0)]),(,19999,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,15999,,,[('force', 0)]),(,15000,,.,[('force', 0)])])
(2445,(2021,01,22,19,21,06),-1,[(,25555,,,[('force', 0)]),(,11000,,,[('force', 0)]),(,25000,,,[('force', 0)]),(,18000,,,[('force', 0)]),(,24000,,,[('force', 0)]),(,20000,,,[('force', 0)]),(,25000,,,[('force', 0)]),(,19000,,,[('force', 0)]),(,9999,,,[('force', 0)]),(,19999,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,15999,,,[('force', 0)]),(,15000,,.,[('force', 0)])])
(2445,(2021,01,22,19,21,06),-1,[(,25555,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,25000,,,[('force', 0)]),(,18000,,,[('force', 0)]),(,24000,,,[('force', 0)]),(,20000,,,[('force', 0)]),(,25000,,,[('force', 0)]),(,19000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,19999,,,[('force', 0)]),(,9999,,,[('force', 0)]),(,19999,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,15999,,,[('force', 0)]),(,15000,,.,[('force', 0)])])
(2445,(2021,01,22,19,21,06),-1,[(,25555,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,25000,,,[('force', 0)]),(,18000,,,[('force', 0)]),(,24000,,,[('force', 0)]),(,20000,,,[('force', 0)]),(,25000,,,[('force', 0)]),(,19000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,19999,,,[('force', 0)]),(,9999,,,[('force', 0)]),(,19999,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,15999,,,[('force', 0)]),(,15000,,.,[('force', 0)])])
(2445,(2021,01,22,19,21,06),-1,[(,25555,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,25000,,,[('force', 0)]),(,18000,,,[('force', 0)]),(,24000,,,[('force', 0)]),(,20000,,,[('force', 0)]),(,25000,,,[('force', 0)]),(,19000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,19999,,,[('force', 0)]),(,9999,,,[('force', 0)]),(,19999,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,15999,,,[('force', 0)]),(,15000,,.,[('force', 0)])])
(2445,(2021,01,22,19,21,06),-1,[(,25555,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,25000,,,[('force', 0)]),(,18000,,,[('force', 0)]),(,24000,,,[('force', 0)]),(,20000,,,[('force', 0)]),(,25000,,,[('force', 0)]),(,19000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,19999,,,[('force', 0)]),(,9999,,,[('force', 0)]),(,19999,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,15999,,,[('force', 0)]),(,15000,,.,[('force', 0)])])
(2445,(2021,01,22,19,21,35),-1,[(,25555,,,[('force', 0)]),(,11000,,,[('force', 0)]),(,25000,,,[('force', 0)]),(,18000,,,[('force', 0)]),(,24000,,,[('force', 0)]),(,20000,,,[('force', 0)]),(,25000,,,[('force', 0)]),(,19000,,,[('force', 0)]),(,9999,,,[('force', 0)]),(,19999,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,15999,,,[('force', 0)]),(,15000,,.,[('force', 0)])])
(2445,(2021,01,22,19,21,35),-1,[(,25555,,,[('force', 0)]),(,11000,,,[('force', 0)]),(,25000,,,[('force', 0)]),(,18000,,,[('force', 0)]),(,24000,,,[('force', 0)]),(,20000,,,[('force', 0)]),(,25000,,,[('force', 0)]),(,19000,,,[('force', 0)]),(,9999,,,[('force', 0)]),(,19999,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,15999,,,[('force', 0)]),(,15000,,.,[('force', 0)])])
(2445,(2021,01,22,19,21,35),-1,[(,25555,,,[('force', 0)]),(,11000,,,[('force', 0)]),(,25000,,,[('force', 0)]),(,18000,,,[('force', 0)]),(,24000,,,[('force', 0)]),(,20000,,,[('force', 0)]),(,25000,,,[('force', 0)]),(,19000,,,[('force', 0)]),(,9999,,,[('force', 0)]),(,19999,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,15999,,,[('force', 0)]),(,15000,,.,[('force', 0)])])
(2445,(2021,01,22,19,21,35),-1,[(,25555,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,25000,,,[('force', 0)]),(,18000,,,[('force', 0)]),(,24000,,,[('force', 0)]),(,20000,,,[('force', 0)]),(,25000,,,[('force', 0)]),(,19000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,19999,,,[('force', 0)]),(,9999,,,[('force', 0)]),(,19999,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,15999,,,[('force', 0)]),(,15000,,.,[('force', 0)])])
(2445,(2021,01,22,19,21,35),-1,[(,25555,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,25000,,,[('force', 0)]),(,18000,,,[('force', 0)]),(,24000,,,[('force', 0)]),(,20000,,,[('force', 0)]),(,25000,,,[('force', 0)]),(,19000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,19999,,,[('force', 0)]),(,9999,,,[('force', 0)]),(,19999,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,15999,,,[('force', 0)]),(,15000,,.,[('force', 0)])])
(2445,(2021,01,22,19,21,35),-1,[(,25555,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,25000,,,[('force', 0)]),(,18000,,,[('force', 0)]),(,24000,,,[('force', 0)]),(,20000,,,[('force', 0)]),(,25000,,,[('force', 0)]),(,19000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,19999,,,[('force', 0)]),(,9999,,,[('force', 0)]),(,19999,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,15999,,,[('force', 0)]),(,15000,,.,[('force', 0)])])
(2445,(2021,01,22,19,21,35),-1,[(,25555,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,25000,,,[('force', 0)]),(,18000,,,[('force', 0)]),(,24000,,,[('force', 0)]),(,20000,,,[('force', 0)]),(,25000,,,[('force', 0)]),(,19000,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,19999,,,[('force', 0)]),(,9999,,,[('force', 0)]),(,19999,,,[('force', 0)]),(,10000,,,[('force', 0)]),(,15999,,,[('force', 0)]),(,15000,,.,[('force', 0)])])
